,title,cluster
152,"About five years ago, I had a septoplasty with turbinoplasty to correct a deviated septum and to help alleviate chronic sinus infections and headaches. In the years since the surgery, I've noticed my left nostril has changed shape and has a bit of a ridge that you can feel that pushes outward, rather than allowing my natural curve in my nostril. I'm wondering if this could be from the surgery or if it is something else entirely.",5
153,"I had my procedure almost exactly a year ago and after about 4 months, my right nostril became noticeably higher than my left nostril. What could be the cause of this change in position and can it be fixed?",5
157,"I have always noticed my left nostril is much larger and more wide than the right, and I find it more difficult to breathe on the right side. Do you think I need and would qualify for a septoplasty?",5
173,"I had a septoplasty in 2016. Was deviated to the right. I now find myself blocked on the left. The right side is now ok Mucosa is inflaming to a point where the left is blocked. Pressurised environments also affect on the left, being in cars and trains. My mucosa was always susceptible to rhinitis however it seems that moving septum more to the left the inflammation that once was not an issue for the left is now an issue My breathing is good at times but these are short occasions Any advice?",5
175,I had a septorhinoplasty about two months ago and I noticed a very tiny hole where my septum is on the inside of my right nostril (I am not sure how deep it is but it is about the size of a dot mark made by a thin pen) sometimes I notice it makes breathing more difficult when I inhale. Does a hole that size repair itself? Are there any treatments to seal it?,5
179,I cant breath from the right nostril and have a bump.&nbsp;I had septoplasty surgery in 2018. After the surgery my nose seemed fine for the most part until recently that a bump on the bridge on my nose appeared and I cant breath from my right nostril again.,5
181,"The first thing I noticed post sinus surgery and septoplasty was that my eyes looked different (less of the left eye is showing and more of the right eye is showing). Im also experiencing strain and stiffness in my right eye, especially when focusing on something. Doctors have not found anything on scans / MRIs and there is no enophthalmos. Does anything jump out when looking at these photos? The sinus surgery was over 14 months ago. Thank you.",5
186,"I am sure my nose was always slightly like this, but in the past year or so I have felt that my nose became increasingly crooked and it became harder to breathe out of it (one side in particular). When I look in photos, it seems to be even worse and the under view looks to me like a deviated septum. Is this just a deviated septum and is septoplasty the appropriate fix? If so, what is the process for doing so (do I start with a GP referral?), and what is the estimated cost?",5
188,"I have a small white piece of what looks like bone sticking out of my septum on one side of my nose (the originally deviated side), this side of my nose is also more sensitive and if i lightly touch that side, I can feel it in my whole septum. I have been very careful not to bump my nose and have been sleeping elevated since the surgery, I use q tips soaked in saline to clean the nose and apply antibiotic treatment. Could my septum have shifted on its own and caused the cartilage to expose itself?",5
198,"Fine with my nose shape, but it looks like it leans left because of the lateral cartilage? Also looking into maybe a lip lift simultaneously if anyone has any information on that/doing it at the same time.",5
203,i got septoplasty and partial turbinate reduction(IT and Mt 10) on right side weaks before I can feeling air sensection on right side of nose how much time it take to turbinate nerves to heeal plz help,5
204,"Had a septoplastia rinoplastia (more septoplasty) on my right nostril as I couldn't breathe through it properly. Just had the surgery and upon checking when lifted my face to check my nostrils, it appears the outside tip of my nose appears bent? Also I was told excess cartilage was to be removed from my right nostril but still appears from the outside wider (sticking out) more than the left cartilage of the nose? Is this all normal for recovery?",5
211,The right side of my nose do get very stuffy compared to my left side.,5
214,"I can usually breathe through my nose, but only out of one or the other and not both at the same time. I do have a crooked nose, which may have been the result of sport related trauma when I was in high school. I am 22 years old now, and am thinking on getting it fixed. What procedure is right for me?",5
215,"Ive seen an ENT a couple years ago who suggested surgery, but I dont think my insurance covers it. Mostly Im annoyed that I cant breathe out of one side that always feels clogged and painful&mdash;but aesthetically I want to make my nose straight and symmetrical. The slant makes one side of my face droop and I cant stand it. What are my options?",5
222,My left nose still feels swelled and unnatural 7 weeks after septoplasty. Air flows are great but would this feeling of swelling goes away? I also have lots of mucus produced that seems to be trapped in the back of left nose.,5
240,&nbsp;Also feels like this side is now much smaller than the other side due to this scar tissue? I thought that septoplasty only involves working in the upper part of the nose? Dr says to give it time (its been 2 and a half months) already but I cant see it getting better- scarring too thick!?,5
243,"
	I&#39;m 23 years old, healthy, nonsmoker. I feel like my nose is crooked and throwing off the general symmetry of my face. I also have noticed my right nostril seems to be working noticeably harder than the left, and I often get nosebleeds from that side. Do you think I could benefit from these procedures? I wouldn&#39;t want to go through the procedure unless if I&#39;m just being overly critical. Thanks.
",5
246,"I went to an ENT specialist to have my nasal polyps removed. That was the only procedure we discussed and agreed on. While I was unconscious, he straightened my nose. I have an extra unsightly bump on my nose. Breathing is more difficult. To breathe through my nose I have to push up the left side of the nose he straightened. My left nostril is lower than my right. My left side of the lips is also lower than the right side. How can i get this reversed? His operation notes are illegible.",5
247,"I had a septoplasty on the right side of my nose in feb 2017 which went well and helped a lot with my breathing. Suddenly my right airway has blocked completely, I feel like I always need to blow my nose but I don't. Can't breath at night anymore. I've tried taking antihistamines and using my nasal spray, they're not any difference. Has my septum gone back to being deviated? The mucus is travelling down my throat and making me sick.",5
249,"Im 5 weeks post-op from septoplasty, tip refinement, spreader grafts. From the front view, one side of my nostril looks lower than the other, and from the side, it has more nostril show so it looks lopsided in pics. Is that swelling? Theres also a dent on bridge my doc says its swelling?",5
271,I had a septoplasty about five months ago and I still can not breathe and now my nostril is going kind of sideways and the other one is straight up up before they were going both straight up they were almost even to each other (nothings perfect) but now I have one completely off.,5
279,"Im about 3 weeks post-op and my follow up with my ENT is not for another three months. Ive been doing daily saline rinses, humidifier at night and applying neosporin/nasal gel. My concern is the feeling of tightness on my left side close to my nostril, where the incision was made. Is the white looking areas cartilage or a phase of the healing process? It is bumpy, hard and makes my nostril appear narrow compared to the other side. Mouth movement and eating seems to affect how tight it feels.",5
295,"I had a Septoplasty in April this year, all went well and I now can breathe a lot better through my right nostril, since this surgery and has got worse as the time gone on. My throat is extremely dry all the time, I cannot produce any mucus on the right hand side and to be fair I have very little on the left which makes my throat extremely dry that it feels like I have an obstruction/narrowed? Is this normal or is there anything I can do to help? Thank you Im advance. Craig",5
296,I am two weeks post septoplasty. I notice that when I scrunch my nose using both sides of my face my nostrils raise up.However I notice if I alternate the sides I do not get the same results. Right side scrunch will lift right side nostril Left side scrunch does not lift left nostril . I was told by a medical doctor not an ENT that it could be a severed muscle in the nose done during the procedure.,5
298,"How long to see improvement with breathing? Possible nerve/muscle damage? I could not breathe out of the left side of my nose. It was determined that I had a deviated septum. I had a septoplasty , columella reduction ( left side of nose ) and Bilateral inferior turbinate outfracture and reduction done 10 days ago. The doctor completed the septoplacy by accessing the right side of the nose (nostril with no breathing issues). Breathing has not improved on the left side. Swelling but no numbing .Able to move right side of nose up and down but not the left side .",5
302,"Dear ENTs I had a deviated septum surgery and&nbsp;turbinate reduction 2 years ago. I'm still&nbsp;congested on right side at night and had radio coblation a year later. Still&nbsp;no help. These photos are post both of the above procedures. At night, my right side swells tremendously to 100% blockage and the pressure wakes me up. Is there any help that I can receive for this? This CT is recent and is after all of the previous work. It is my current condition.",5
309,"I had a septoplasty in 2012; my septum re-deviated afterward but my nasal breathing was still greatly improved so I didn't feel the need to fix it. However the other day I got hit with a ball on the same side of my nose the septum had deviated to. It wasn't a hard impact, it doesn't hurt, but now I'm feeling like that side of my nose is congested or that my septum looks more deviated when I look in the mirror. Could the impact have weakened the septal wall causing it to deviate more than before?",5
313,"I donot have a major breathing problem, i am having repeated sinus infections and post nasal drips which causes sore throat. My nasal septum is slightly deviated to the right and i also have adhesion (from a previous surgery) near the middle turbinate on the right side. My doctor has recommended septoplasty, he will also be removing adhessions. Will septoplasty put an end to my sufferings.",5
323,"All my life had a sever deviated septum blocking the right side. Hypertrophied turbinates on both sides. After septoplasty and sub mucous resection of turbinates, when just breathing through right side I feel out of breathe compared to left. They are not blocked both as equal as possible. Could this be that the mucosa on the blocked side isn't used to airflow and needs to adapt, as it always feels blocked so I know it's not just the nasal cycle.",5
326,"I had septoplasty and turbinate reduction 2 months ago, and for the last 6 weeks or so, I feel constant phlegm at the back of my left nose (incision made this side during surgery) and above the throat and I cannot clear it. It's always there and it's annoying. It gets worse when I eat or drink. Is this still an adjusting thing from my surgery? If so would this get better in time? Or should I consult the doctor? Thank you so much.",5
342,One side of my tip feels harder and perhaps even higher than the other. Is that a part of the healing process? I'm around one month post-op. Grafts used for the septorhinoplasty: Spreader On-lay Chips,5
349,"I had septorhinoplasty done 40 days ago. I had the width of my bridge reduced, tip refined and the height of my nose from the side profile reduced. Previously I had perfectly symmetrical nostrils but now they seem to be uneven. My right nostril looks slightly pointy as compared to the left one. The side profile from the right also looks different from the left. Can it be because of the swelling or is my right nostril notched? What can I do about it if its notched?",5
350,"Can someone help me here. I am 3 weeks out of this surgery. I thought I was only having septoplasty but then seen the other had been done to. I'm so scared of the horrer stories of people getting ens from turbinate reduction. . I go for a 3 week followup tommorow to see how I'm healing. The thing is, I look in the mirror and the turbinates look the same size as before surgery. The right side has always been bigger then left. It's still that way. Is this a normal looking size turbinates?",5
351,I had a septoplasty and it appears there is a bony protrusion in the back of the nasal cavity extending off the nasal sidewall on the Left side. Something feels different on the left side in a negative way that is not easy to explain but Im wondering if this should be removed or if it is even possible?,5
356,After a month of throbbing pain on the left side of my nose with numbness on my left cheek and a feeling of pressure my doctor said it is a nerve in my cheek. Will this go away? Its been 37 days since my surgery. I also have a small visible suture (absorbable) where the incision is an a small area that hurts.,5
396,"I had septoplasty and FESS 12 months ago and one side of my nostril gets blocked with hard crust that I cannot remove, it hurts and causes pressure on my face. My ENT says theres no issue. But I cant dislodge the crust",5
399,"I had a septoplasty done 5 days ago for my deviated septum. My right nostril is completely clear of gunk but my left is still completely blocked. When I shine a torch into it, there is a huge blob of gunk at the back of my nostril that just wont come out, no matter how many times I flush. I cant blow my nose yet as my septum is still healing, but Im worried this blob wont detach. Will this blob of gunk eventually come out? Im worried that it wont since my other nostril is clear now!",5
402,I had septhoplastic on my nose 2 months ago for a deviated Septum and had rhinoplasty to narrow my nose only the nasal bones were broken. The right side of my nose where the soft tissue is looks different from the left. Is this normal or might be scarring tissue that is not allawing the skin to flatten?,5
406,"I had septoplasty and turbinectomy about two months ago and Ive been following all the post op procedures, I had a really deviated septum and I thought itll be back to being straight which it isnt but I can slightly breath better from the gap as shown in photos. Is it normal to be like this ? Pics are shown of closed up nostril and left nostril which isnt blocked.",5
409,Im having septoplasty with a graft on my left nostril and rasping.&nbsp; My nose was broken twice once hit on the left side when I was younger. The resulted in my nose deviating into an S shape on the bridge rotating my top to the right. Ive had a consultation with a surgeon whom has proposed a septoplasty and a graft to my right nostril for support along with bridge rasping. Im surprised that it doesnt require breaking/resetting. Is a good result possible to correct the bridge with just rasping? Thank you in advance.,5
423,"I had a rhinoseptoplasty and endoscopic sinus surgery 1 week ago. Today I had my cast removed on the outside of my nose and removal of the packing inside of my nose. The packing on my left was not found. The left side was much more swollen and the surgeon made 3 attempts to try and find the packing. The left side was extremely painful and we stopped after the 3 attempts. He thinks I may have swallowed the packing on the left or that it is further up. It was so painful, I'm afraid to go back.",5
431,"I have underwent Septoplasty two weeks before due to Deviated septum. Now the pain has reduced and last day, The surgeon took off the remnants of the stitches inside my nostrils and cleaned my nose. Now my nostrils are clean but still I feel difficulty in breathing through both the nostrils at a time. When the left nostril is opened (can breathe very smoothly), I feel burning pressure and block in the right nostril. After some time, the same is happening vice versa. Is it normal",5
435,"I had closed rhynoplasty and septoplasty 2 days ago , I have a lot of swelling which I expected, but my diviated septum has diviated the other side compleatly blocking my nostril, is that because my surgeon performed closed rhinoplasty in the other nostril? Causing the septum to swell over to the other side ? Please help I'm getting worried !",5
436,Septoplasty- 05/22/18 A stitch blew in my left nostril yesterday and my left nostril is sore. I notice the left nostril opening is narrowing again. Is the surgery botched over one blown suture? And is it natural for the nostril to narrow post-op? Also- the stitch itself is very hard.,5
445,"I have a very small posterior septal perforation, and I get a slight 'twinge of discomfort' on my left side way back in my nose by my nasal wall and middle turbinate. I notice that when I cover my right nostril and breathe in the discomfort is gone. Perhaps the airflow in my nose is coming through the right side then through the perforation to the left and hitting my nose in such a way that it acts almost like a contact point irritation somewhere near the turbinate and bony valve?",5
454,"Its fat and big. It also hurts a lot and is tender to the touch (all which I know is common). Its just the size of it right now, are the splints the reason why my nose hasnt reduced in swelling yet? Im feeling unsettled and just need to know if my nose is going to return back to its shape. Ive attached a picture of my swollen nose as of right now and my nose prior to surgery. I would love some information and support on this.",5
458,"I was hit in the side of the face a year prior, which is speculation for my deviated septum. I did the surgery because of severe blockage and sinus headaches. Nasal bone and cartilage were removed plus turbinates were reduced. At 3 week follow up, scarring had grown together so my doctor cut it apart. 3 Months later, my left side (where the deviation occurred) is SO narrow, I constantly have to pull my cheek to provide relief, especially when I am trying to sleep where gravity is against me.",5
462,The left side of my nose looks massive while the right side looks tiny. My nostrils are asymmetrically placed as well. Will a septoplasty fix this? Or will I need a rhinoplasty as well? I have a deviated septum,5
471,"I was punched in the nose and Im a candidate for a septoplasty. Severe valve collapse. 100% on one side and 70% on the other. In addition, it caused a dorsal hump on my nose that actually hurts me. When I breathe, it feels like that cold/sore sensation in that area which also causes headaches all the time. I know insurance doesnt cover it, but am I looking at thousands of dollars to shave the hump? Do I have a pinched look nose also? It also leans towards the left now some.",5
473,"Im 20 now and when at age 7, a bump on my nose bridge started to grow to where it is quite visible from a side view of my face and you can see a sharpish point on the sides of the bump; also my left nostril is blocked inside. With any form of pressure on it, I get a tickle-y feeling like I'm about to sneeze and a really painful headache follows. I only noticed the pain when I tried wearing any pair of glasses but now it could be the lightest pressure that triggers a weighty, lengthly headache.",5
478,I got my septoplasty done on April 6th of last year and it was all going good after my packing got taken out of my left side. But now I have even more trouble breathing. My nose whistles all the time on the left (theres no boogers too so that cant be it) And in the mirror I can see that my nostril looks like a slit not even a proper air way. What can i do to fox this?? I dont know just how urgent it is to fix it. I'm also in a 8month program for school so I want to know if I need to ask for time off.,5
479,"It has been 6 days since I had a septorhinoplasty and yesterday I noticed that the splint in my left nostril was falling out. This morning, it is about 1 centimeter from being out of my nose. The right nostril is completely fine, but I am having discomfort and mild pain in my left one due to this. I tried to reach my surgeon but it is a weekend and the only way to talk to him is to page him which is for emergencies. What should I do and why is the splint coming out? Will this affect any results?",5
484,My insurance pre authorized a septum repair and bilateral alar graft. I know my nose may be slightly wider and I'm okay with that. Also will my tip come up every so slightly? It's a tiny bit dropy in my opinion Or will it remain identical . I assume it will come up a bit simply due to the alar grafts placed for my right side nasal collapse.. ....lastly why bilateral grafts when only the right nostril is collapsing?,5
487,Ive always been self conscious of where the sides of my septum show in profile pictures. I feel as though it adds to the size of the profile of my nose.,5
496,When i was younger Ive had many incidents of trauma to my nose. I never went to the hospital after any of the incidents. I was wondering if i developed a dorsal hump from a fracture/broken nose or did my nose break and heal crooked. I had septoplasty and sinus surgery two months ago because of trouble breathing. I still have trouble breathing from my left nostril which is slimmer than my right nostril because of the unevenness.,5
498,Is it possible to have turbinate reduction after I have already had a septoplasty? I am 3 weeks post op from septoplasty and and worried about still not being being able to breathe through my right nostril. I know there is still probably some swelling inside but when I look inside the nose the turbinate looks very small on the right and very open on the left. I am just worried that the septoplasty I just had did not correct my breathing issue.,5
505,"My nostrils switch off on which one is closed (both are never closed at the same time).One day my left nostril's inferior turbinate will be bulged up,in a day or so this will switch to my right (laying on my side tends to have some effect on speeding this up).My Dr suggested Celon Wand (similar to radiofrequency/coblation),said it was mucosa sparing so ENS risk was low.If I undergo the procedure when my right side is clogged,but a day later my right side opens up,am I at risk for ENS or similar?",5
517,"I recently had two septoplasty done before in the past. The second one was to fix the nasal valve from collapsing. However, Im in a different country, and I was hit in the nose again. When I put my hand up both nostril the nasal bone seems to be more so on the right side. I cant blow air out of it, and at night I wear nasals strips, and I can cant breathe on my right side, and my left nasal still collapses. Do you think I need a third one?",5
535,"I want to start off saying that I had an deviated septum surgery about 4 years ago. I have a septal perforation on the right side of my nose. It has become big to the point that my right cheek looks a bit flat and the tip of my nose has changed shape. I am having difficulty breathing, dry nose, congestion, pain from time to time, and numbness mostly head area. I am not sure what to do at this point.",5
538,Im really really worried I messed something up will I be okay?? Im really freaked out because I can fully see them on this right side like the whole thing but not at all on my left and ima fraud its something I did and it will make my nose heal crooked. I was messing too much with my nose it had felt like I have a clump of blood stuck in my right side and Im afraid I moved the splint ?,5
541,"Hi, will a septoplasty straighten the bottom of the nose because obviously it is crooked thats what is causing the breathing problem is assume. Also I will provide pictures of what I have. The first picture is me now and the second picture is my goal, my nostril is open so it makes it look like my nose is droopy. Is it possible for the surgeon doing the septoplasty to remove that extra cartridge or something thanks?",5
549,"
	Hi, I had a septoplasty at the end of August this year, The issue im having is, before my op my right nostril was blocked due to a deviated septum, After the op, blockage is still there but redcued, but recently my left nostril is completely blocked. I've tried using my rinse and i've tried my decongestion spray but neither work, it just feels like i need to blow something huge out. could my nose deviate to the other side? or could this just be a lot of 'gunk' that will move in time.
",5
554,"You can see it alot in the photo I have added, most times it's just one nostril higher then the other it seems but VERY noticable. I hate it and it hinders my quality of life. My nose was never like this until I got jumped by six guys at night time. I have breathing problems, alot of clearing my throat, congested alot.. etc Does it look Deviated? If I got a septoplasty would it fix the nostrils to where one isn't higher then the other by straightening the septum? It was never like this before. Thanks.",5
585,"But the doctor simply moved the bone to the center, he did not do anything else. So skin at the tip of my nose is still to one side, and there is an excess of skin in one nasal. Also one of my nostril bases is set further back. What can be done to help make my nose normal again. I wasn't born this way, around the 4th grade my septum became deviated.",5
600,"I am 23, going on 24. The first five photos are of my left side &mdash;the side Im unhappy with. It appears like my septum is deviated towards that side, leaving me with a bulbous tip and not much definition overall. I also cant breathe well through this nostril, either. I have a mild connective tissue disorder and have strategies to mitigate complications, as well. Thank you!",5
614," I had a septoplasty/rhinoplasty 6 weeks ago with an ENT and a plastic surgeon. The plastic surgeon inserted spreader grafts (2 on the right, 1 on left) and shaved down the dorsal bump. The ENT corrected my deviated septum &amp; turbinate reduction. Since then I have always felt my left nostril is partially blocked but I can breathe fine out of the right. I saw my ENT yesterday and he says my septum is straight and it should resolve. I haven't felt much improvement, will this get better?",5
628,I have sustained many injuries to my nose over the past 10 years. I have a large hump on the bridge of my nose that has built up over the years and also regularly get sinus infections. I have had a lot of trouble breathing through my right nostril most days but I can't breathe through it at all when my allergies flare up. I have very basic health insurance and I guess the biggest question is the cost of repairing my deviated septum and if the hump could also be removed during the procedure.,5
631,"I had a septolplasty 5 weeks ago. My left nostril is completely closed and a 2nd ENT who Did not perform the surgery said its clearly deviated and a CT scan shows that is deviated and that's the reason I cant breathe through my left nostril. The surgeon who performed the surgery said that's how it's supposed to be, it's just swollen. It's clearly not swollen, but very visibly deviated. How long do I need to wait to have a revision? The feeling I have in my nose is unbearable and I need relief",5
640,"
	Hi. I very much like one side of my nose (the side profile and even an angle profile) but not the other side as they are very different will a septoplasty fix this?
",5
664,"I have a deviated septum, my left eye droops, and my mouth is lower on the right side. I know I need a septorhinoplasty, but I'm not sure about the eye. The bone above the left eye is lower than on the right, and I am pretty sure (based on manipulating my face in the mirror) that a simple blepharoplasty could not pull the left high enough to match the right. As to the mouth, would some sort of filler work? Also, how should I spread out the treatments, and what would the approximate cost be? Thx!",5
665,"I can only breathe out of one nostril at a time. It switches sides occasionally. If I cover one nostril (lets say the right) with my finger I can't breathe through my left. But, if I cover my left, I can sometimes breathe out of my right. However, the sides switch. Some days I can breathe only through the right; whereas some days I can only breathe through the left. Very often I can not breathe out of either side. My nose also curves to the right.",5
683,I had a septoplasty last Thursday. I had my apparently one and ONLY post op follow up visit Monday. I was told everything looked good however my nose looks crooked to me and my nostrils look uneven. The deviation was on the right side and that nostril looks fine the left looks widened. I had splints and gel packing. I know it's only 5 days post op but I am nervous that it's permanent. Will my nostrils be even again and my nose less crooked is this normal?,5
688,I had a minor deviation of nasal septum and some small cysts in sinuses. The surgeon said that the cysts are not a issue and only septum deviation should be fixed. The intervention went well but it seems that the wounds haven't healed completely even after 5 months. One nostril which was affected by septum deviation is still filled with mucus in the morning and I started to feel some pain in the left part of the nose. I use saline sprays for a long time and 0 effect.,5
690,"Hi i had Septoplasty and turbenectomy three months ago. After surgery my inside of my lip , from my teeth upwards , were also purple. Now I have what feels like a hard bone under the skin in my right nostril. There is pressure on the bridge of my nose and also feels like the septum is preasing against this bony structure. What could it be?",5
693,"Whats wrong my with nose? The left nostril is huge, like i mean huge and it is not as easy to breathe through it as the right one. It doesn't look like a deviated septum to me, im just not sure whats wrong with me. I really do not want to have a surgery i hate anesthetic but i would rather be awake for the operation. can someone please help? i have had this problem for around a year now, it is very unsightly. maybe it is enlarged nasal turbbinates?",5
699,"Directly after the surgery my airflow felt nearly perfect. Of course, a few hours later I was completely swollen and had 0 airflow. Now the swelling has gone down a bit and I am getting some airflow but only through one nostril or the other and it switches back and fourth. Sometimes I get air through both but it is not as clear as when only one is working. Is it possible something went wrong or is this normal?",5
700,I had a trauma a month ago. My friend hit me with a cap on my nose. My nose septum is deviated since birth and shifted to left side. But after trauma i have a bumpy type thing on the edge of left side of my nose it feels like a bump and thick skin its emerged outward. It changed my nose appearance little bit. In center the top of my Septum is touching the roof of nasal wall i guess its the reason of bump or is it upper Cartilage??? Will septoplasty fix this ? Just dont want this bump,5
705,"The inside of my left nostril has a bulge that the right side does not, as if the center of my nose is off of alignment. I had a septoplasty performed in August of 2016, and just had another performed last week (which was to open Nasal valves as the doctor thought they may be collapsing.) This all started when I noticed I have been having a harder time breathing through one side of my nose than the other. Is it possible the Nasal Valve reconstruction needs more time?",5
713,"I had a septoplasty and rhinoplasty at the same time 2 weeks ago, I just got my nose splints removed today and i could breath perfectly, later in the day out of nowhere i couldnt breath through my right nostril anymore. Previously my septum blocked my left nostril but now my right one is blocked out of nowhere and it feels like i need to blow something out but no matter what i do it stays blocked",5
714,"* I had a septoplasty + turbinate reduction + vestiblar stenosis repair 22 days ago * My left nostril still feels ~90% blocked. In contrast, my right nostril has been open since day ~14 after my nose was vacuumed * It doesn't feel like I have that much remaining gunk (blood, mucus, etc.) in my left nostril, so I'm growing concerned around what's blocking it * My doctor said to wait for 3 months, but I don't feel like my left nostril is improving * Note that I have a relatively narrow nose",5
723,Hi. I had a septoplasty 1 year ago where they removed cartilage from the septum as it was deviated. Now around 1 month ago I had a septoplasty revision as I couldn't breathe through the one side still. So they re aligned everything and now around 1 month after the surgery I still can't breathe properly. One day I can breathe through the bad side and not the good side. And then some days it's other way around. Looking up the operated side. The airway is very small Other side it's open normal,5
729,I have enclose my prescription before opertn Now my problem is that not able to breathe And face blockage of left nostril And my right nostril is properly fine Can u tell why so And when it will b all right,5
733,"I had a septoplasty weeks ago after having a deviated septum to the right. I was always obstructed on that side. If I could breathe 100% oh the left I was probably 10% on the right. After the septoplasty I noticed all the cuts and stiches were on the left, and the left side was wide open. The right appeared untouched and completely blocked. Also the doctor did not insert any splints on either side, which worries me are they not necessary? He decongested me on the right and but it closed up again",5
