,id,answer_count,body,title,uri
12,11797020,5,"I have a deviated septum. I am worried my plastic surgeon will tell me he can't guarantee my nostrils will be symmetrical but that he'll make it better. I want to know what my expectations should be and if he says he can't make them symmetrical, if I should pursue the surgery with another doctor.",Will a septoplasty make my nostrils perfectly symmetrical? (Photo),/question/boston-massachusetts-septoplasty-nostrils-perfectly-symmetrical
13,11821508,2,"I have a deviated septum which makes my nose look quite crooked. It's genetic &amp; got worse throughout puberty. I was advised by an ENT to get a septoplasty (alongside turbinate reduction &amp; sinus surgery). I can never get any air into my left nostril, unless I do the Cottle Maneuver. Because of this, I'm concerned that straightening the septum isn't going to fix my breathing issues, and that a rhinoplasty would be needed to properly straighten my nose to accommodate for a straighter septum.",Is a functional rhinoplasty sometimes necessary alongside septoplasty? (Photo),/question/functional-rhinoplasty-septoplasty
14,11785814,1,My left turbinate has been swollen shut since my septorhinoplasty 10 months ago. I reached out to my surgeon and he prescribed me a nasal steroid spray. It did nothing. Went back 2 more times he told me its allergies. Got a second opinion and got lucky and got a same day appointment cause someone canceled but unfortunately that morning (before I called) I used a decongestant spray so the doctor literally did not believe that it was swollen. (No I do not use the spray often hardly once a month),Severely swollen left turbinate 10 months post septorhinoplasty - advice? (photo),/question/severely-swollen-left-turbinate-10-months-post-septorhinoplasty
15,11767775,5,I'm bothered by the cartilage protruding to my left nostril giving a very asymmetrical appearance to my nostril. I have no significant breathing or sinus issues and although my nose (septum) is deviated I'm not bothered by it and I dont want to change its appearance. I just would like to harmonize the look of the nostrils. What are my options?,What are my options for caudal septum deviation? (Photos),/question/los-angeles-california-caudal-septum-deviation
16,11717732,2,"Hello. I had a septorhinoplasty four years ago. Initially, my breathing improved and I liked how my nose looked. In the past two years, Ive noticed my septum has become extremely deviated again and as a result, my nose is no longer as straight as I would like. It seems as though Im the only one that notices these changes and after speaking to a surgeon about it, he confirmed that the septum was the reason the nose looked crooked. Could a septoplasty help to slightly straighten my nose again?",Can a second septoplasty help slightly straighten the bridge of my nose? (photos),/question/jackson-township-new-jersey-second-septoplasty-slightly-straighten-bridge-nose
17,11674931,1,I deviated my septum when I was 10. It was never fixed. I'm now 45 and have noticed changes in the shape of my nose over time. Its wider and there is a blood vessel or something visible through the skin following the crooked septum.,Will my deviated septum continue to get worse over time if the septum isn't straightened?,/question/lakewood-washington-deviated-septum-time
18,11661174,1,"What is the best technique for MT resection? Surgeon says he uses turbinate scissors, to remove only some of the bone, for a partial MT resection. Can dryness occur from this type of technique?",What are the risks/techniques for turbinate resection?,/question/seattle-washington-turbinate-resection-risks-techniques
19,11649459,2,"I understand that during septoplasty, the bent or deviated part of the cartilage is removed, and a straight piece is put back into the lining. My question is, how does that piece of cartilage the was put back remain stable? will it fuse with existing cartilage over time? Will i be able bend my squish my nose and it feels perfectly normal? Is my nose weaker now due to a piece of cartilage being permanently removed?",How does cartilage put back for septoplasty remain stable?,/question/los-angeles-california-cartilage-put-back-septoplasty
20,11614024,1,Wondering if septoplasty would improve breathing out of my right nostril or if my turbinates are too hypertrophic to make a difference? Or maybe no bad enough to make a difference at all?,Would a septoplasty improve breathing out of my right nostril? (photos),/question/spring-hill-florida-septoplasty-improve-breathing-nostril-turbinate-hypertrophic
21,11601002,2,I have a flat nose with a button tips that I do love but my nostrils are uneven. The left side is higher and more narrow but the right side is wider and lower? I love my nose and don't want to change the shape of it. But my uneven nostril make my life a living hell. I even have post nasal drip and dry mouth I don't know if it linked to my nostril shape. Anyways what treatment can help me even out this problem. Septoplasty? Fillers? Help thank you,Can septoplasty/other treatment fix uneven nostrils but not change the shape of nose?,/question/qu-bec-qu-bec-canada-septoplasty-fix-uneven-nostrils
22,11548255,1,"Hi, I had my septoplacty done 6 months ago. I can breath very well but my nose is still extremely swollen (Or maybe not). My nose used to be very thin before it got crooked. But now my nose is bigger than ever! I get comments on it 24/7. The doctors say its swelling. But swelling? For 6 months? And most of the swelling should have been gone til now, even if there still is swelling its probably not much. Im very frustrated and need answers",Its been 6 months but it hasnt gotten better - is the swelling normal? (photos),/question/dagali-viken-norge-septoplasty-6-months-post-op-swelling-normal
23,11506253,1,"Ive been wanting to get my nose fixed for awhile now as it has caused me headaches along with an almost always stuffy nose, which makes it hard to sleep at night. I have state insurance and I was wondering how much of that would cover the cost of a septoplasty?",Will my insurance cover the cost of a septoplasty? (photos),/question/yakima-washington-insurance-cover-cost
24,11491894,1,I am not sure if I have a deviated septum or just a crooked nose. I do have more trouble breathing out of one nostril more than the other. Either way would my nose be a good candidate for a septoplasty?,Not sure if I have a deviated septum or just a crooked nose. Would I qualify for a septoplasty? (photos),/question/qualify-septoplasty
25,11455252,3,"Hi, I have a raised bump/nub at the base of my septum that I would like to get rid of. I've noticed that other people's septum goes down into their philtrum and looks a lot more seamless where's mine just stays there and looks like a bump. I have a long philtrum but I'm 18 so I'm trying to avoid getting a lip lift right now in fear of scarring and it messing up my lip shape and smile. I'm planning on getting a closed nose job in the future but idk if that will resolve my bump on my septum or not.",Options to get rid of nub/bump on the base of my septum?,/question/options-rid-nub-bump-base-septum
26,11328063,6,"Hello, I am an 18 year old female and would like to know if septoplasty is the right surgery for my nose? I have a deviated septum which has caused me to have a crooked nose and some breathing problems, but I do not know if a septoplasty will make my nose straighter and look better as well as improve my breathing.",Is septoplasty the right surgery for my nose?,/question/washington-georgia-septoplasty-surgery-nose
27,11332796,1,Its been almost a year since my surgery and I have noticed that my nose does not look the same as it did before. The tip of my nose has changed and the cartilage right above it seems to have dipped in. I am very unhappy since I was adamant about not changing my nose and the physician insisted that the surgery would not change the outward appearance of my nose.,Mishapen nose after septoplasty and turbinectomy (Photo),/question/tipton-indiana-mishapen-nose-after-septoplasty-turbinectomy
28,11451176,1,"Hi, I am hoping you can give me some advice. I have a deviated septum and have been recommended to have a septoplasty with turbinates and tonsils removed at the same time. My question is this - can I have my turbinates and tonsils out in a second operation 2 months after my septoplasty? and for closed surgery, can the ent shave some of my nasal hump off, or would this be considered cosmetic surgery? Many thanks",Can I have my turbinates and tonsils out 2 months after my septoplasty?,/question/hawthorne-queensland-australia-septoplasty-turbinate-surgery
29,11448258,2,I was in an RTA when i was young. Around 2010 i underwent nose surgery to allow me to breath through my nose properly. Around 2013 i underwent further surgery on my nose re appearance. Image is what i have now. Is there anything i can do for more straighyer appearance/to fill that small area where the bend is highlighted?,Is there anything that I can do so my nose appears straighter? (Photo),/question/royston-england-united-kingdom-nose-appears-straighter
30,11420669,3,,Can you explain what can happen if too much tissue/septal cartilage is removed from the back of the nose?,/question/seattle-washington-septoplasty
31,11354265,1,"Hello, I had a deviated septum which caused breathing problems. I saw an ent in Toronto and he performed a septoplasty and also burned my adenoids which were an unusual size for my age (at the time 24). He failed to mention I had a perforated septum, and since then Ive been trying to find a doctor who will fix it. The hole has gotten bigger; its painful, and loud. Ive seen ents who essentially refuses to fix it because of the success rate but I need it fixed. I also have chronic sinisitus.",Perforated septum complication. How can this be fixed?,/question/montr-al-qu-bec-canada-perforated-septum-complication
32,11334846,4,"I hate breathing at night also add the tip droopy, the thin narrow nose that's long and on inspiration it conclaves further touching sides. Additionally it flares when I smile and points down... help please!",Is septoplasty what I need based on my pictures (I am asking to see if insurance covers)? (Photos),/question/septoplasty-wht-based-pictures-doctors-questions-insurance-covers
33,11328458,2,"Would I be a good candidate for a Septoplasty? My nose is crooked, mainly towards my right nostril. My breathing feels slightly restricted but it's hard to tell as it's been this way forever. It also bothers me that it's so sideways.",I'm not sure if I would qualify for a septoplasty? (Photo),/question/seattle-washington-good-candidate-septoplasty
34,11299961,4,"I see that it is bad, but can it be fixed and how risky is it to have revision septoplasty cause i wouldnt want this to happened again.",How risky is it to have revision septoplasty if I've had caudal septum defection? (photos),/question/los-angeles-california-caudal-septum-defection
35,10888648,1,"I have been to an ent who sent me to have a cat scan. I cant breathe well out of one nostril and I have pain on the sides of my nose. He confirmed that I have collapsed nasal valves but had me get a ct scan to see if there were other issues. By looking at these photos, can anyone please tell me if I have a deviated septum or something else going on?",Does it look like I have a deviated septum or anything else wrong? Options? (photos),/question/florida-fl-deviated-septum-wrong
36,11261599,2,"Hello. I visited a rhinoplasty surgeon years ago and he also told me that I have a deviated septum. It causes me a lot of issues, including not being able to breathe properly. I also suffer from nasal polyps. By looking at the picture of my nose, I would just like to know and get confirmation if this is the case? Thank you",I need confirmation that I have a deviated septum? (Photo),/question/england-united-kingdom-i-confirmation
37,11277223,1,"I've seen other CT scans of deviated septum's and I don't think mine looks right but my current dr says it's not deviated, and I don't need it fixed. I have breathing issues and am having other treatments done but if this needs to be fixed I like to do it at the same time. Should I get a second opinion or a different dr? (Ignore the red circle that's for something else, lol)",Is This a Deviated Septum? (Photo),/question/utah-ut-deviated-septum
38,11263747,1,Is it normal for my nose to be so crooked? I did some research and some of the results that I pulled up stated that it could be a deviated septum and that in severe cases septoplasty could solve the problem. Is this a minor case? Could septoplasty fix it? Am I overreacting?,Why is my nose so asymmetrical and could septoplasty fix it? (Photos),/question/trinidad-tobago-nose-assymetrical
39,11239272,4,Ihave an operation booked for an open septoplasty and I asked the surgeon if open septoplastyhe is going to perform would also visually straighten my nose and he said it wouldn't change the appearance of my nose.Is it possible he is trying to get me to pay extra for a septo rhino even though the open septo operation would straighten it anyways ?Some surgeons say it straightens it some say it doesn't without rhinoplasty.My insurance covers the procedure but not the rhino portion.What's the truth?,Would an open septoplasty also address a visibly crooked nose? Surgeon said a septo rhino would be needed,/question/open-septoplasty-address-visibly-crooked-nose-surgeon-septo-rhino-needed
40,11250707,1,"I know I have a septal deviation, what's bothering me is the deformity caused by the dislocated medial crus (colored in red), which is overextended and has a resting angle perpendicular to my septum rather than beside it. It's extremely physically uncomfortable, distracting and sometimes even painful. I've searched years for information on this deformity but have found nothing. Is it really that rare or is my physical discomfort simply not considered a medical issue? What can be done about it?",Is this deformity normal for septal deviations and what is it called/what can be done about it? (Photos),/question/soest-utrecht-netherlands-deformity-normal-septal-deviations-called
41,11197815,1,My ENT consultant said that I have a deviated septum and he said some cartilage would be taken from my ear to build up the left nostril but that would make my nose look wider and I dont want that. My left nostril appears higher up than my right one too. Would the nostril asymmetry improve just with a septoplasty?,Why are my nostrils asymmetrical and would it improve just with a septoplasty? (Photos),/question/kilsby-england-united-kingdom-nostrils-asymmetrical
42,11187426,3,Which is better for a smoother recovery? Which is better safety-wise? It's being performed by an ENT doctor.,Septoplasty and turbinate reduction - local or general anesthesia?,/question/septoplasmy-turbinate-reduction-local-general-anesthesia
43,11143015,3,Ive seen two different doctors. One an ENT and the other a plastic surgeon. I have a deviated septum and my nose is starting to tilt more on the right side. Can a septoplasty and fixing the deviated septum fix this or should I get a septoplasty and rhinoplasty. I dont really want to change the look of my nose I just want it to not tilt to one side as much. When I breathe in my right nostril caves in aswell which I believe is called a nasal valve collapse. I also have very bad tmj.,Can just getting a septoplasty fix my nose so it doesnt tilt to one side as much? (Photo),/question/wichita-ks-septoplasty-fix-nose-doesn-t-tilt-side
44,11141394,1,"I have read a lot of differing opinions on septoplasty. But Im pretty sure my nose is only crooked due to my deviated septum? I have an appointment with an ENT specialist this month and I know he can only give me th3 answers Im looking for after determining all the factors! I will be getting the surgery even if theres no changes on the outside, but Im hoping It will also help my insecurity of my nose! What are the chances it will also straighten out my nose?",Will a septoplasty help straighten my nose? (Photo),/question/calgary-ab-septoplasty-straighten-nose
45,11139925,1,I wad told by a specialised doctor that I have a c-shaped&nbsp;deviated septum. Does&nbsp;my deviated nose looks noticeable? I found out my nose looks asymmetrical in photos. What kind of surgery can fix this problem? Septoplasty ? Alar reduction? Is it worth to correct this issue. Thank you for the advice.,Can my nostril asymmetry be improved and does my deviated nose looks noticeable? (Photos),/question/australia-au-i-noticed-nostril-asymmetry-improved
46,11139864,2,"I had a septorhinoplasty two years ago. Because of trauma to face, i redeviated my septum and also collapsed a nasal valve on the right side. My nose bridge no longer looks as defined as it did post surgery, and surgeons have told me that septoplasty is required. an ENT put a camera in my nostrils and showed me the wall shifting to one side extremely. also, inhaling makes my nose collapse on one side. He says goal is to make my right side of nose(collapsed) look like the left. is this possible?",Will a septoplasty help me for the better?,/question/new-york-ny-septoplasty-better
47,11131181,3,About one and a half years ago I had a rhino-septoplasty. Now my nostrils are still closing when I breathe. Is it likely to happen again after a 2nd septoplasty? The photos are of me breathing in and breathing out.,One nostril closing more than the other. Is it likely to happen again after a second septoplasty? (Photo),/question/marlboro-nj-nostril-closing
48,11127716,1,"Had a septoplasty at 17. Re-deviated somehow after a few years. At 22 had revision septoplasty, which failed. Recommended septorhinoplasty. I'm worried about it failing again(made it worse and feels like it keeps getting worse as time goes on) or septal perforation. Consulted with one surgeon and he said it looked more like a nasal fracture (what's he mean?) cbct scans: https://thumbs.gfycat.com/DirectSoulfulAmericanblackvulture-mobile.mp4 https://thumbs.gfycat.com/NegativeWanCat-mobile.mp4",Revision septoplasty failed - septorhinoplasty likely to succeed? (Photo),/question/houston-tx-revision-septoplasty-failed-septorhinoplasty-succeed
49,11100392,1,"Hello, I have a 6mm anterior septal perforation. Should I&nbsp;be blowing out the crust/boogers that fill the hole or leave them be? Also is 6mm considered a large hole? What is the success rate for a repair of this size?",How to care for a 6mm septal perforation?,/question/san-antonio-tx-questions-care-6mm-septal-perforation
50,11107429,1,"My nurse said theyll be removed in 12 days at my preop but i read online and it says you should take it out in 1-3 days to minimize risk of infection. Which is true? Also, if I keep it in do I use nasal saline spray with the packing in my nose? Kind of confused.",When should I take out dissolvable nasal packing when I get my septoplasty?,/question/irvine-ca-dissolvable-nasal-packing
51,11090496,3,"I'm getting septoplasty and turbinate reduction surgery soon. I was just thinking that a non-medically necessary surgery, like the reduction or straightening of my dorsal hump could be done at the same time. If so, my insurance will pay for the septoplasty and turbinate surgery, but can I simply pay for the difference between that and the dorsal hump reduction (rhinoplasty, I guess)? In other words, will I save a bunch of money doing both at the same time?",Is it cheaper to get a dorsal hump reduction while I'm getting a septoplasty?,/question/new-braunfels-tx-cheaper-dorsal-hump-reduction-septoplasty
52,11078136,2,"Literature says that septal perforation repair has a questionable success rate. Yet, some providers that claim to be able to repair septal perforations with high success rate are unclear on what timeframe they are using to measure. Is 30 days long enough to be sure the mucosa has fully healed and the chances of long-term stability are high, or is that too short given that the graft material has probably not fully fused yet? Is 12 months too long to expect a provider to use as a measurement?","When evaluating providers who claim a certain success rate at performing septal perforation repairs, what timeframe is fair?",/question/ashburn-va-evaluating-providers-claim-success-rate-performing-septal
53,11080056,1,"I want to get the filler as Im approaching the year mark and I want to build on my previous fill. The surgery would be about a month later. Nothing external is being done on my nose, and theres no filler in or around the nose. Just making sure theres nothing Im missing as I can wait on the filler if absolutely necessary.",Will a septoplasty interfere with recently injected eye and cheek filler (Restylane and Juvederm)?,/question/miami-fl-septoplasty-interfere-injected-eye-check-filler-restylane-juvederm
54,11066120,1,I have been in discussion with two plastic surgeons who specialize in septal perforation repair about getting mine fixed. One prefers to use alloderm as a graft - which obviously reduces donor site morbidity concerns since there is no graft donation from the patient. But can alloderm change and adapt with the body over time if the nose changes shape as one ages? I only want to have this procedure done once. I would think patient donor cartilage would perform better long-term.,For septal perforation repair (of roughly 1cm in size) what is a better graft - alloderm or donor cartilage from the patient?,/question/ashburn-va-septal-perforation-repair-roughly-1cm-size-graft-alloderm-donor
55,11065303,1,"Hi, I've had an MRI and noticed what I believe to be a deviated septum. For years I have been complaining of a restricted airflow in one of my nostrils and difficulty breathing at night, but no took this seriously and I was told it's common. Does this image show a deviated septum? And if it does is it helpful to take this image to a rhinoplasty surgeon at my consultation or do they not need it? And does my deviation look like it can be resolved?&nbsp;Thanks!",I'd like a second opinion: Do I have a deviated septum? (Photo),/question/deviated-septum
56,10982364,5,"I think I may have a deviated septum. I have plenty of issues with my nose from nasal dripping to sinus headaches. Can you tell from the following pictures? I am afraid of the outcome, I am in my mid 40s and dont want to look like a different person, but my issues are getting worse with age.",Would I see a plastic surgeon for a deviated septum? (Photos),/question/los-angeles-ca-plastic-surgeon-deviated-septum
57,11010065,2,"Hi, I've been wanting my nose done for a while but do not want anything too drastic as I am scared it will not suit my face. My main issue is my deviated septum and tip refinement/more definition at the front but wanted to know if I would be suitable for just septoplasty or do you think I should get a full rhinoplasty ? :) thank you",Would I be a suitable candidate for just septoplasty? Main issue is my deviated septum and tip refinement/more definition.,/question/suitable-candidate-septoplasty
58,10999355,1,,I have my septum pierced its healed. If I were to get my deviated septum fixed will the hole of my septum piercing disappear?,/question/nyabing-au-i-septum-pierced-s-healed-deviated-septum-fixed-septum-piercing
59,10989996,2,"Pictures below roughly provide the positioning of my cartilage. How likely is this to be causing my impeded breathing and sinus pressure in cold weather? It's extremely uncomfortable/distracting physically, gets caught on the right side of the septal wall when moving my face and is irritating/drying the lining of my nostril. I also have maxillary lateral incisor agenesis on the left, same side of the septal deviation(coincidence?) and I'm planning an implant which requires bone grafting.","Name of deformity, severity, surgery achievable after tooth implant? Medically necessary to be covered by insurance? (Photo)",/question/netherlands-nl-deformity-severity-surgery-achievable-after-tooth-implant
60,10964278,2,"I went to ENT and they scheduled me for a septoplasty for next month. I am aware that septoplasty cannot change the external appearance of nose, unless certain circumstances. I am wondering if it can fix the crookedness of my nose that leans to the right as my nasal deviation is also to the right. I have attached two photos. I would prefer to send pictures privately if need be.",How will septoplasty change the shape of my nose specifically? (Photos),/question/london-gb-septoplasty-change-shape-nose-specifically
61,10966990,1,"At this size it seems like it can be done through a closed/endoscopic procedure with an ear cartilage donor graft and elevating the nasal mucosa off of the nasal floor and/or turbinates to cover it up. I realize the ear cartilage graft won't grow back. But if a provider is elevating some of the nasal mucosa off of the turbinates to use to close things does the body eventually heal that as well? As a layman, it kind of sounds like it's stripping tissue off the turbinate.",I have a 1cm (tall) x 1.3cm (deep) septal perforation looking for repair. What happens with donor sites?,/question/ashburn-va-i-1cm-tall-13cm-deep-septal-perforation-repair-donor-sites
62,10896541,3,Im having a rhinoplasty &amp; have a deviated septum. Do I need a septoplasty if i breathe much better out of my left nostril &amp; barely through the right side 95% of the time but sometimes when i lay down it switches &amp; I can only breathe out of the right side but never both at the same time well. Will a septoplasty help me breathe through both sides at all times? I also have a crooked nose that I want fixed &amp; a dorsal hump. Will a septoplasty help straighten my nose more as well?,Should I get a septoplasty when Im getting my rhinoplasty? (Photo),/question/des-moines-ia-septoplasty-i-m-rhinoplasty
63,10941928,1,My nose was injured and in turn gave me a deviated septum with breathing issues but also makes my nose curve over and has become somewhat lengthened on one side. I am wondering if the curve and lengthening in the photo will be corrected with septoplasty alone?,Septoplasty or septoplasty and rhinoplasty? (Photo),/question/toronto-septoplasty-septoplasty-rhinoplasty
64,10924329,2,"Are revision Septoplasty surgeries recommended for pain and obstruction? How likely are they to help with the issues of pain, dizziness, pulling, tugging feeling and obstruction?",How successful are revision Septoplasty surgeries for pain and obstruction?,/question/hillsboro-successful-revision-septoplasty-surgeries-pain-obstruction
65,10837157,7,"I suffered from trauma to the nose area at age 14. Ever since then, I cannot breathe very well from my right nostril. At 42, Im finally trying to address the problem as it seems to be affecting my sleep even more now. I had a CT scan to diagnose if I had a deviated septum. Results came back normal. Can a CT scan come back normal but a deviated septum exists that causes the nostril to be partially blocked?",Normal CT scan but still cannot breathe?,/question/mission-viejo-ca-normal-ct-scan-breathe
66,10544141,1,I have a perforation in my nasal septum that is 2cm and I also have a deviated septum. I found a doctor who is very experienced with closing perforations this size. He is an ENT and double board certified plastic surgeon. I wanted to ask if he could do a bullhorn lip lift at the same time to reduce the distance between my nose and lip and correct some asymmetry. What are the possible risks of having these two procedures done at the same time so I am informed?,Nasal septum perforation and bullhorn lip lift - is it safe to have them done at the same time?,/question/new-york-ny-nasal-septum-perforation-bullhorn-lip-lift-safe-time
67,10820928,2,If it better to do both at the same time or do the septoplasty first so the surgeon can focus on thing separately. Also in general is a reconstructive surgeon better equipped for these types of surgery compared to a plastic surgeon?,Should I do septoplasty separate from revision rhinoplasty?,/question/weatherford-tx-septoplasty-separate-revision-rhinoplasty
68,10818177,4,"Hello, Im just wondering if youve had a deviated septum for many years that if it can affect the inferior turbinates? Because as far as I know Im having an obstruction in my nose and I believe its due to my crooked septum/nose. Im also skeptical of getting a turbinate reduction due to ens even though its a rare case there is&nbsp;still a chance one can develop the disorder.. so will a septorhinoplasty be enough to help my breathing issues?",Can a deviated septum affect the inferior turbinates?,/question/calgary-ab-deviated-septum-affect-inferior-turbinates
69,10750532,5,"I've had a deviated septum from birth and so do my other two brothers. I've always had allergies and massive nasal congestion, let's just say I blow my nose every day at least 20 times a day regardless if I have a cold. I am starting to notice many scabs in my nose from dry breathing. Also if I breathe fast enough the side with the deviated septum collapses.. Also, I'm wondering what the cost of something like this would cost? Without insurance. I'm in Greenville South Carolina",Is it worth getting my deviated septum repaired? (Photo),/question/greenville-sc-worth-deviated-septum-repaired
70,10763683,1,"I know I have a perforation&mdash;I want to know what it could be that there is something that slides back and forth within the perforation. I feel it when I am clearing my nose with a Q-tip because my nose is dry and unable to blow my nose. I have sjgren's syndrome, and it is difficult clearing my nose, and I know I must have caused damage. I also used steroid sprays because of chronic congestion and the need to clear my nose because I have to use a bi-pap machine for chronic obstructive apnea.",Why do I feel something moving side to side in my perforation of my nasal septum?,/question/hazleton-pa-feel-moving-side-side-perforation-nasal-septum
71,10732241,6,,Can the nose tip be lifted by stitching tip to the septum?,/question/medford-nj-nose-tip-lift-stitching-tip-septum
72,10738828,2,I need to find a doctor to fix I think is deviated septum. It got to time that I think I got sinus pressure and head aches on left side of my head? What or how do I do it where can I start my first steps and I have UnitedHealthcare with my ahcccs card would it cover it or part of it? Please help me find one close to my area my town. Thank you!,"I've had a broken nose since I was young. It bothers me to breathe. It is a health issue, it is not cosmetic or looks. Help",/question/tucson-az-i-broken-nose-young-age-bothering-breath-health-issue-cosmetic
73,10710094,2,Do most insurances cover septoplasties?,How do I know if I have a deviated septum? (Photo),/question/carlow-deviated-septum
74,10707743,1,"I have severe nasal congestion and mucous diacharge thorough out winters to the point that it disturbs my sleep. I have almost no sneezing. My doctor said I also have DNS and inferior meatal hypertrophy and should have a septoplasty done so will it help? Also I have a bump on the left side of my nose where the septum is deviated and I feel the bump has increased in,size over time(others have observed too) will septoplasty correct it too? I'm 23",Will a septoplasty help with my allergies and bump on the left side of nose? (Photo),/question/new-york-ny-septoplasty-allergies-bump-left-side-nose
75,10506554,4,Im looking to fix my nose. Ive been having breathing problems and anxiety over it . I have not met anyone in an office yet . But Im going to try a ent doctor and try to fix the problem .,Do I need a medical nose job? I've been having breathing problems. (photos),/question/beverly-hills-ca-medical-nose-job
76,9374402,3,"I was looking at my op report and although it is labeled as septoplasty, the procedure mirrors that of SMR. Among other numerous red flags, I was under the impression that the breathing part of surgery would be straightening of the septum. That is how it was described to me. Not removal. And certainly not JUST removal with no reconstruction using the excised cartilage. Can you please explain the differences so I can figure out what happened to me? SMR seems to prove detrimental to revision.",SMR vs Septoplasty? What are the differences? (Photo),/question/nyack-ny-smr-septoplasty-differences
