,title,cluster
185,"I just had my septoplasty 3 months back. Before surgery, my nose looked straight and both of my nostrils would appear even if I slightly tilt my head up but now they are not visible enough am I having retracted columella? when I smile my nose looks, even more, pointing downward also sometimes in the morning, my nose tip will become bigger and bulbous should I worry about this all Are there any exercise to straighten and sharp my nose I am hesitated to go for another surgery Thank you",3
193,"Its two weeks op now and Ive noticed since getting the splints removed that my septum is still deviated completely blocking my right nostril as it was before. Worried i wasted my time and pretty fustrated about it. It cant be swelling because I can feel the curve and clearly can see it. I dont have easy contact with my surgeon as it was done publicly, so have come here for any assistance. Thanks",3
195,"Hello,i had septoplasty surgery two month ago and a week after the cast was removed from my nose some bump appeared on the supratip on my nose and its still there two month after, it looks even worse to me me. Could you please tell me is this swelling or some deformity?",3
207,I had closed septoplasty 8 months ago mainly because I had a slight deviation and I hated my nose from the side which had a big hump. It was clear I did not want to change from the front. I am really starting to think that I disfigured myself. I liked my face from the front and now I really hate it. I was very swollen and had big bruises after the surgery so I did react a lot to the procedure but the before and after seem way too far from each other now to get any better.,3
225,"
	On the fifth day after my septoplasty i was half asleep and wasn;t thinking and blew my nose pretty hard. I was instructed not to blow my nose for a couple weeks. Did i do damage to my septoplasty?
",3
257,"I had my septorhinoplasty on 16th Dec,2018 and my cast was removed on 1st Jan, 2019. After the surgery I had unexplained high fever for a week. Now after over a month, I can see there is a scar, a bump on my septum and also my nose has become crooked and bigger than before. Should I be concerned or keep my patience?",3
265,"I had septoplasty, turbinate reduction, and nasal valve collapse repair using septal cartilage grafts and Latera implants 12 weeks ago. Initially, nose appearance was the same. I use a full face mask for the CPAP, which puts pressure across the bridge of my nose. I now have a visible, palpable, hard, diagonal bony ridge under the thin skin on one side of the upper third of my nose and possibly an indentation in skin under it. The surgeon at last checkup said it is ok. Should I be concerned?",3
270,"About 3 years ago I got one for a deviated septum and my nose looks different, the natural beauty of the nose gone. It is wider in the bridge, shorter at the tip almost like they chopped off a piece of the tip. So tip is also less defined as is the bridge. It's almost as if they removed cartilage and flesh from the tip but they didn't do a good job because it looks like there was work done instead of it looking natural like I asked. Should this have changed the nose?",3
272,"I recently had a septoplasty done and was informed he had stitched splints in to my nose, now I was trying to remove the blood clots in my one nostril and it got stuck so Im no longer sure if it was a blood clot or the splint that was stitched in to my nose. It was thick and black like the rest of my clots, but was the only one to get stuck. Is there a possibility Ive moved the splint?",3
307,When my splints came off i felt bit happier with my nose but after 3 months now my nose look same as my pre-op am so much worried my doctors told me that your nose got no swelling and this is your result am totally broken,3
337,"I have had a septoplasty the 7th August and it was a success,&nbsp;today I've been in the pool and i hit my nose with a mask,&nbsp;my nose is swelling and red and the nose bridge is bigger so I&nbsp;applied some ice. I'm so worried cause it can stay permanent?&nbsp;Please give me an advice on what I&nbsp;have to do as soon as possible. Thank you very much",3
340,Iv had a septoplasty done on the Tuesday 21st but it's now the 25th and I know its not a long time to be thinking of it being fully heal but I still have the same narrow nasel passageway that i had before the surgery. Is it normal or did it not work,3
341,"I got hit in the nose with a soccer ball when I was young, but forgot about it because I didnt feel pain . Then recently I saw one of my nostrils was higher and I had deviated suptum so I got the surgery done to fix my deviated septum, but I dont even know if he fixed it right. Before the surgery my cartilage between my two nostril was uneven, and after it was uneven too. Also, now my one nostril&nbsp;is way up and looks crooked . He said its swollen and it has been 1 month now. Give me advice.",3
355,"currently had septoplasty last week, and today I was applying the saline solution inside of my nose when one side of the bottle nose/cap slipped and hit the inside of my nose, the middle part that divides with nostrils . I have an appointment next week but should I worry of any damage since.it was hit from inside the nose ?",3
366,"I had a septoplasty and tip work done about 14 months ago. Everything looked great until November, when a small pea size lump was felt and seen (a bit) in the tip of nose. I had many steroid injections, to no avail. Last week, my surgeon made a small incision inside the nostril to cut out scar tissue. Everything was smooth until a week later. I can now feel and see (a little) the lump. He ordered a MRI which found nothing in the cartilage department. Thoughts?",3
368,"An ENT performed a Septoplasty and Inferior Turbinate Reducation on me 6 days ago. My nostrils were asymmetrical pre-surgery due to a deviated septum. Now after the procedure, they are even more asymmetrical. One of the nurses called to check on me the next day and told me it was because there was more work done to one side than the other, so there is just more swelling. However, now most of my swelling has gone down and I just dont see how the nostril will just change shape.",3
377,"I am 3 weeks post-op, and I have developed very pronounced swelling on the interior of my nostrils near the tip. It is pretty tender, but so is the tip of my nose. The lump itself is quite hard. In the past Piercings have formed keloids, so I asked my surgeon if this is a possibility. He said that keloids dont form on mucus membranes and to just keep using aquaphor to keep the the skin moist. I spent so much money to improve air flow and I am concerned that the lump is reducing it again.",3
385,"I had septoplasty 16 days ago and my nose is very unattractive, without any feminine aspect, huge, no curve, the tip is over projected, I touch bone all over where the hump was removed (so there is no swelling there to expect it to lower and the shape to change) and overall I am very disappointed. I know that I need time to see the final result but I see other people's pictures one week after the surgery and their nose, although stil swollen, has already a shape that fits their face.",3
394,I had my follow up appointment 3 days ago and my surgeon said that incision was a little infected. He prescribed me antibiotic ointment. I had taken a look into my nose and seen a slight yellowish white snot looking coat over the incision. I have been applying the ointment but not covering the whole incision. I had checked it out today and the same thing was over the incision but there was a lot more. Is this part of the healing process or should I be concerned of the infection getting worse?,3
403,"Two weeks ago I had a septorhinoplasty. I recently discovered a bump in my left nostril. It is about a q-tip length up my nostril and it is blocking about half my nostril. It is on the inside, against my septum. What could this be? I saw my surgeon a couple of days ago and he said that it was a scab and that my nose was dry and swollen, but this does not at all appear to be a scab. Could it be displaced cartilage? Could my septum just be deviated in a new place? Could it be an internal stitch?",3
404,I recently like abt a week ago got and SEPTOPLASTY &amp; TURBINATE SURGERY and I have swelling and feel as if my nose is not mine when will the swelling go and will it make my nose bigger after the operation and and will the facial look remains with swollen nose and will I get the same looks back or will my nose remain this big itself,3
408,"I had an open septorhynoplasty and turbonite reduction 9 days ago. I didnt want any change in my nose shape or look besides straightening it. Im particularly worried about the wideness through the bridge of my nose and the size of the tip. Based on my photos, do you think the look is only because of swelling or did I just ruin my face?",3
412,"I use to have quite a high radix giving the impression of a very long nose, my surgeon lowered it to make it look more natural. From some angles it looks perfect but from others I think my nose looks a little scooped, or that the nose and forehead is continuous and I have no radix. I have tried to capture this the best I can in the photographs. Im not complaining but I would however like to understand a little more about whats been done and if my observations are correct. Thank you.",3
413,"Hello, I'm currently post operation newly 6 weeks, my nose still swelling, my left nostril is still half blocked, it seems crocked.. Is this normal? Is the swelling making it harder to breath or should I check my doc? Thank you",3
426,"I had septoplasty about a month ago. It was for a mild deviated septum. I could not visually see it. About 2 weeks after my surgery my septum suddenly looked very deviated and the hole in which the air passes is through is barely larger than a slit. It is normal for this to happen, is it swelling and will it go away or does this mean my septum got worse and I will need surgery again?",3
428,"I have just had septorhinoplasty 1 week ago, I had my cast off yesterday, the nose looks very straight. However I have noticed that there is a slight lump on the left side of the top of the bridge of my nose, I don't know if it is bone that has moved of weather it is hard swelling? Just wondering what is the chances of the bridge bone moving to cause a lump on the side!?",3
430,"Hello. I just had an open Septoplasty 4 days ago where my septum was straightened, turbinates were shaved down and a spreader graft was put in to improve my breathing. I realize it's still VERY early to be making any judgement on what my nose will look like ultimately, but I feel like my nostrils are so flared and wide they almost look deformed now. I didn't think the appearance of my nose was going to change too drastically, so seeing this is just a little worrying for me.",3
432,I've recently had a septoplasty and now I have a prominent dorsal hump on my nose. The septoplasty was on the NHS for my breathing issues but now the dorsal hump is really really making me insecure and I cannot possibly afford or want a rhinoplasty to fix an issue which shouldn't have even occured. What can I possibly do for this because it is making me very anxious and insecure. Is it possible that the hump will go down or will it have to be removed? Otherwise my nose is now straighter than before.,3
439,"I had septolasty, sinus and turbinate surgery. ENT said he could even out my dorsal hump at same time. After swelling went down over a year ago, I have several dents on the bridge of my nose and the tip seems to have dropped. My nose looks huge when I smile. I'm got engaged and am looking to do something about my nose without breaking the bank??? I've attached a picture of what my nosecond looks like and what I'd like it to be. Thanks",3
450,"hi. I got a septo-rhinoplasty 15 days ago and i still have swelling and bruising. My nostrils were not even since i got out of the surgery, but i was told its because of swelling but now the cartilage of my left nostril is caving upwards when i breathe and looking somehow broken compared to the left one. my surgeon told me he did not touch my nostrils. i am extremely concerned and i really need to know if this is a result of swelling. please help and thank you in advance.",3
451,"
	Can working out in the gym, particularly doing kick ups with the ball affect the nose after septoplasty? I think my cartilage shifted and got deviated after I was doing that. It is already almost 2 yrs since surgery. When does a nose fully heal ? What can cause it to shift back ? I had a same problem 5 months after surgery, now it happened again. My nose is very stuffy, it feels like something has shifted.
",3
453,"I am well aware that most residual swelling can take up to 1yr to resolve and I was prepared for that, however, I was NOT prepared for this extreme asymmetry in my nostrils. My surgeon is adamant that it is all due to uneven swelling, but it is just very hard to believe & I feel like I look like a freak. I also have a small lump at the incision site. Can anyone confirm that this could definitely just be due to swelling???",3
459,I had a septoplasty 2 weeks ago and my nose looks exactly the same it was before surgery if not bigger is this normal. I also still see a bump on my bridge that I was supposed to be remove according to my surgeon. Will that go down anytime soon?,3
472,"I had a rhinoseptoplasty as well as a turbinate reduction. They used a closed technique, went in through my nostrils and reduced dorsal hump while in there. My surgeon said there might be a chance my nose may appear thinner than before. Since the surgery my nasal bones have been far wider than usual and one side of my nose is far more swollen than the other. Im worried my nose isnt healing correctly and will be wider than before. I know it takes a while to heal but I'm still concerned.",3
476,"4 weeks from septorhino and my nose was straight in the profile until the last couple days when I noticed a dip between the tip and bone area. Cant see much in pictures but Im concerned it may be the start of a saddle nose. My Dr. has me doing massages for 30 minutes a day! Im wondering if that weakened the cartilage in the areait FEELS weak. Also, I used to have a very large, Mediterranean nose. Should I stop the massages? My surgeon says KEEP massaging and he doesnt see a dip at all.",3
483,"Hello ~&nbsp;Need professional opinion as to why it could have changed, what went wrong, can it be fixed, costs, and risks and % of success. - Nose looks more bent / crooked - Nose tip does not align with philtrum anymore - My ear cartilage was harvested - From a cosmetic perspective, how was my nose before surgery and how is it afterwards? - I also have a slight dent in my bridge now (not smooth/flat)",3
488,"I asked more of a slope, shorter nostrils and an uplifted tip. I feel like everything I asked for I didnt get, I now have a straight nose, an improved but droopy tip and uneven nostrils. My surgeon said my nostrils are not uneven.My question is, can the droopy tip, uneven nostrils and slope be done in a revision? Ive also read to remove scar tissue the surgeon might have to make the nose bigger, is this true? Thank you in advance for your help.",3
494,"I had open septorhinoplasty 6 weeks ago. And after my swelling is being subside realized some lighter skin color lines where my nasal bones meets the middle third of my nose. I feel like my nasal bones are wide,, and its not edema because i pressed on them with my index finger and counted down 100 after that they went just a little bit inwards still wide. And this made me questioning the lines i saw and if i am prone to having inverted v deformity in the future.",3
501,I had a septoplasty and when the surgeon was pulling the bandages off he left a cut/dent on the bridge on my nose. How can I fix this? I have tried scaraway silicone gel but it doesnt seem to me working.,3
516,A week after my surgery I met with my surgeon and he said my swollen/painful left turbinate was normal after surgery. But it is almost two months now and it is still the same. Is this normal and do I just need to give it more time?,3
520," I recently had a septoplasty about a month ago. My nose was very dry and extremely clotted, the doctor removed these clots about 4 times since my surgery but I guess I have developed a septal perforation because of the surgery. My nose continues to clot severely and it is very very dry, I know that the perforation was developed due to removing the clots, I could feel it ripping away at my septum, but I am just wondering if my nose will stop clotting and moisten up, thanks",3
544,I had major septal reconstruction and rhinoplasty to remove the hump on my nose 4 months ago. My surgeon said I was VERY deviated and that my septum was completely to one side and a 5/200 case. My nose is as hard as a rock now. My smile has not shown much improvement in the last two months. He says this is due to stiffness and NOT because of nerve/muscle cutting and that this will clear in 1 yr. Is what he is saying true? I'm very depressed because I loved my smile.,3
559,"Two days after surgery i noticed one of the splinters inside my nose was crooked, i went to see the doctor again 6 days after surgery so he could remove the splinters, I told him my splinter was crooked and he said it was fine, its been 2 weeks exactly today since i had surgery and i still feel my nose clogged, its that normal, how long does it take for me to feel the difference?",3
565,"The picture on the left was taken 8 months after the revised septoplasty. My doctor claims the shape of my nose has not changed. The nose is in fact, shorter and with an unattractive dorsal hump The tip of my nose is still numb, and my lips seem to have changed shape too. Is this been seen by anyone before? What is the best approach for me to have this corrected? This is my 3rd procedure on my nose",3
568,"I could still breath and it didnt hurt for very long. The side I hit it on looks more bigger, but my nose still appears straight. Also, could hitting it do slight damage and not redeviate the nose, or would the only damage possible be redeviating it?",3
569,Day 2 of post-op I cleaned my nose with hydrogen peroxide and a Q-tip. I cleaned around the rim of the nose inside and out very lightly. 30 minutes later my nose started to bleed in little drops running out of my nose. I was unable to get the bleeding to stop overnight although it slowed down significantly. I woke up this morning to a crust filled nose and a good amount of pressure towards the bridge of my nose. Did I cause a preferation ???,3
573,"Hi, I got an open septo rhinoplasty at the end of December 2017. It's been 4 weeks and I've been pretty unhappy with the results. First things off my nostrils are incredibly asymmetric, and there's a pretty noticeable bump where the graft was placed. Looking at my face straight on, the shaft of the nose itself is pretty asymmetric too... I'm hoping that this is still early on and I should be patient, but by now i should have a pretty good sign of how the final result should end up. Thoughts?",3
576,"Hello, I had my nose done on 28th of December 2017, nearly 3 weeks ago, even with my cast on I noticed differency on my nostrils, I thought that could be because of the cast or splints in my nose, but we got them off and it's still different, even from the front you can see how uneven it is.My doctor says it will get better as the swelling goes down,but I am not sure about it. I would like to know, does it look like something caused by swelling?will it get better at least a bit?or total failure?",3
579,I had a septorhinoplasty just under 3 weeks ago with the cast removed after 7 days. With every day that goes by I can see a bump forming on my bridge which is hard as bone. The rhinoplasty was to straighten my profile (before picture also attached). Im really nervous that the hard bone on my bridge will remain and my profile will no longer be straight. Im really hoping that it reduces (and I know I have to be patient) but it just seems to be getting more pronounced with each day.,3
582,"I was wondering why the dorsal hump on my nose looks larger in profile. I did not have this fixed, could it be related to the grafts and swelling in the lower part of my nose from the grafts. I am 3 weeks post surgery",3
591,"I had a septoplasty performed 17 days ago with turbinate reduction. I have noticed as of 10 days ago that I have a bump that has developed on the bridge of my nose that was not there prior to the surgery. My surgeon told me that sometimes the septum settles down after surgery, and the bump was most likely always there but not visible. I was under the impression that no cosmetic changes happened after septoplasty. Should I get a second opinion? Could my septum be compromised?",3
604,"4 weeks ago open septorhinoplasty. (tip refined, hump removed, nose/septum straightened as it was deviated).... it doesnt look masculine and strong. It looos flat and then sloping. I seem to have lost my nasion or it is very low now. I have a continued forehead/low radix or nasion. Like avatar with no dip or a very low dip. I think it looks awful. Will the radix nasion become higher? What are my options? Is this just swelling? Whats going on Im very worried Thank you!!",3
612,"
	How long after a septoplasty will the swelling in the nose go down completely?
",3
615,"One month ago, I had a closed septoplasty/turbinate reduction done by a triple board certified plastic surgeon. I did not want to change the outside of my nose. About one month after the swelling has gone down, my profile has an indentation above the tip and a tiny hump on the bridge. From the front, my nose looks more crooked and the tip is wider. Is this saddle hump deformity? Or could this still be swelling? I'm totally distraught...",3
623,I was touching the left side of my nose for whatever reason why I suddenly hurt a crack sound...I didn't put any sort of pressure on it but it still happened the only problem It looks like my nose hasn't changed shape but I look different..maybe it's VERY subtle but I swear I look different..something just seems off about me and not in a good way... I look worse than before...I don't know If I'm being paranoid or what but the fact that one day I was good looking and the next I'm not is scary,3
625,I had rhinoplasty done by a plastic surgeon as well as correction of septal diviation done by ENT. I had operation 2 weeks ago. At the moment my nose is very blocked - more so as before the operation. Is this normal,3
642,Surgeon said he would refine tip but is larger now &amp; looks disproportionsal to my small bridge. Why is it my tip so red.&amp; bulbous? What can be done? Elaine,3
645,"I had a septo-rhinoplasty to fix crooked nose, lift the tip and shave down a bump. The left is my nose before surgery and the right is now. I am 3 months post op so i guess there is still swelling. Overall i think that its a minor improvement but i don't like the tip (looks droopy) and the bump is still there. Does this look like a satisfactory result or do you think my surgeon will feel obliged to perform a revision? Thanks",3
646,"I had a septo-rhino 2 years ago to remove a hump and my eyes have changed so much, they get closer to each other and the space between the eye and the nose has been reduced, is it normal?",3
671,"hi. i got a septoplasty done 10 days ago. my nasal bone sticks out on the side. the doctor told me that i should not judge how my nose looked at the moment due of the swelling and that it would heal. iv'e took before and after pictures and my nose looks exactly the same. i know these are not swellings cause i can feel its bone, it's still not attached as it should. what can i do about this? im feeling so devastated cause i thought after the operation i'd finally have a normal nose. thank you.",3
672,"I had nosetip open surg. 5 years ago with local sedaction.Narrowed nose tip and upturned it a little bit (i believe with internal stiches).Now,within last year (5 years after), my supratip lobule formed a dent that makes my nose tip disconnected from my middle nose. Nosetip looks as over-projected in some degree. Is it possible my internal sutures didn't hold on left side?Tip rotated all of a sudden?Will this worsen?What's the problem you think and is it fixable (p.x. with new internal stiches)?",3
677,"I got a septoplasty back in 2010. I have a 4mm gore-tex implant and it is not infected but the bottom of my implant shows. My PS told me that taking out the implant won't be an issue. I'm just worried that if I take my implant out, my nose will be very flat. I don't mind having my pre-op bridge as it was never too flat to begin with. My nose was pinched during the surgery so if my implant is removed, how will that affect my tip? Will it be ok to just take the implant out w/o having revision?",3
678,"I apparently have very thick skin as 2 years later my nose is still very very big and my tip retaining a lot of scar tissue I have a nasal collapse cannot breath and feel very unhappy as my nose prior to surgery was beautiful I had surgery to start with to fix a mere septum that was bent. The first open surgery the surgeon did not tell me I had thick skin I was unaware of everything, I assumed I was in good safe hands, I cannot spend so much money and I am very lost, I need serious advice please",3
685,"Im about 6 weeks post opp, I got a turbinate reduction, septoplasty, with little of rhino too but my nose was not broken during the surgery. I was bumped in the nose and I feel like Im constantly getting punched in the face. Ive been freaking out since yesterday. My nose was really sensitive and in pain already I honestly cant tell how hard the bump was because it felt like a big punch. The person who hit my nose said it wasnt that hard but I feel like it has shifted looks uneven",3
694,I had septum deviation and the doctor also did an alar base reduction and lifted my tip. My nose length was normal now it's too short i dont know what wrong so i kept searching and i read about low radix and i think i have it .&nbsp;Only radix graft of the bridge have to brught down too please help,3
712,My doctor had told me not only will it correct my breathing but the shape of my nose too but I can see and when I touch it my nose still feels crooked. It's feels like the only thing he did was take a bump out the surgery also took 3 hours because he said it was that bad he had to reshape the nose and cartilage.,3
715,"I'm four days post op had a very slightly deviated septum didn't effect the shape of my nose was straight and nostrils where pretty even. Its still very swollen, Up turnt and bent but my biggest worry is where the surgeon stitched my nose it's pulled one side higher and the flesh around that nostril looks so odd will this return to normal with time?",3
717,I got hit by a soccer ball pretty hard straight to the face my nose started bleeding for a minute. After a week my nose looks wider. Is it because excessive swelling form the blow from the soccer ball or has it caused permanent damage. Plus I think my nose is looking a bit deviated.,3
724,"I am a having septorhinoplasty next month. My nose is littke big with a bump, the surgeon said he will shave the bump as my skin seems thin. As it is a septorhinoplasty will my nose change ? I'm worried by shaving the bump it's going to look no different at all. Is there any pictures of it being shaved I can see as I can't find any and a clear idea",3
730,My septoplasty surgery has done 3 weeks back and I am very much worried about the outcome as my nose tip looks weird. Is it because of the swelling or the results of the surgery?,3
731,"It has been 2 months since my septoplasty surgery and I bumped the tip of my nose. My left nostril bled a little bit, but stopped after a few minutes. Should I be concerned?",3
732,My nose looks bigger and wide from the bottom than before my septoplasty surgery.i was told that my bone was also cracked and it was quite difficult for the doctor to cut the extra bone and give it a good position ..now its been 4 month of post septoplasty i have better breathing and straight nose but my nostrils are wider than before and looks big..will it go down,3
739,"I had a septoplasty 6 days ago to correct a deviated septum and I had a small bump on the bridge of my nose taken down. Before the surgery, the doctor had assured me that my nose shape would not change ( I already liked my nose before) and that she was only correcting the inside. But now, my nose looks extremely longer than before and more turned up. The tip especially looks huge and the nostrils as well. Is this just swelling? Will I get my old nose back in a couple weeks?",3
747,Its been a month for the septoplasty with nasal reconstruction. I have a round face and my nose after surgery is highly raised and looks tilted from above. NoSe is very sharp also my eyes look sunken. I had a costal cartilage insertion. When will I get real shape of my nose. Is swelling still there? How many months to get real shape of my nose?,3
769,"I had a septoplasty with nasal frame work correction. The doctor got my deviated septum corrected, placed a costal cartilage on my depressed nose and reduced the tip. It was a 3 hour surgery. This is what my nose now looks like. Big and ugly. The pic is 8 days post op. I am not happy wid my nose job. What can I do??",3
787,"I broke my nose and had to get septoplasty but also opted for a revision for my very slight dorsal hump. I made it clear to my doctor that other than making it straight again and fixing the bump, I didn't want anything else about my appearance to change. Seeing my nose post op, I notice the bridge of my nose is significantly skinnier than before. Was making my bridge skinnier a necessary outcome of septoplasty/revision of dorsal hump? Or did my surgeon make this adjustment on his own volition?",3
788,"I had a septorhinoplasty (+ osteotomies) about 10 weeks ago. By about 6 weeks I started to see a very prominent bump on my bridge and an indentation at the supratip break. The bump feels very hard, like bone. I've had 2 visits with my PS since the surgery and he thinks it is swelling. I appreciate all feedback and advice, as I am very worried about my current outcome. Also, I think it is worth mentioning that I did NOT have an indentation at the supratip break before my surgery. Many Thanks!",3
789,It is now two months since my septorhinoplasty and swelling has reduced in all areas below the bridge of my nose however it actually looks and feels like my bone is sticking out before dramatically reducing back down on the cartilage area. Will the swelling go down and should I be concerned by this as I am not due to see my doctor again for another month?,3
791,"I know it takes a year + to see final results, but it's been 8 months and my nose looks like this since 4 months post op. I had one side shaved down a little to match the other and nothing else touched. I had one steroid injection done as well. I still see that there is swelling but the side that has been shaved is the one sagging. I addressed my concerns to my surgeon but he said we'll see in 3 months. Is this normal or does it look like I'll need revision done later on? Thank you.",3
798,Hi.I have internal nasal valve collapse and septum deviation.My doctor said he will do septoplasty and use graft for collapse.but i dont know which the graft is.He said that my nose tip will be more straight .i thought this could be a spreader graft.Does the graft change my nose? Because i dont like my nose tip so much,3
808,"Once my cast and tape were put on, one nostril apprearwd to be trapped under it, holding the nostril up at a different angle/shape. Now that the cast is off, there's little dent in the tip. It's one month post op- the tip is still pretty lifted in my opinion- will this dent and unevenness from the bandages settle out as swelling goes down?",3
821,I had some minor septoplasty done and rasping of the bridge done a few days ago. The swelling is more evident on the bridge up to between the eyebrows. Anyone any recomendations to help speed recovery,3
826,I had a septum alignment on my nose two weeks ago. My pallet is number and I woke up from surgery with a protruding bump near the bridge of my nose that has not gone away. I asked the surgeon and he has walked right around my concern with a claim that he was no where near that part of my nose. When I said that I did not have that lump before the surgery he claims that that is the equivalency of operating on my wrist and me complaining my elbow is too big. I'm nervous that I am permanently disfigured.,3
857,"I had a septoplasy done 4 days ago, Does my nose look like it has been operated on properly ? I had the op done on the NHS in the uk it seem like I have gone thought all of the upheaval of the op and they haven't done it properly I asked the surgeon if he remove much bone from the nasal crest and he looked at me with a gormless expression",3
862,"It's hard to tell from some of the pictures, but it looks like the upper lip can possibly be lifted slightly with a septoplasty or rhinoplasty? What is your experience with this?",3
868,My nose still has the exact same deviation as before surgery. I will be on camera soon and i need to have this fixed as soon as possible. Its not uneven swelling. My nose is still crooked. I dont think my surgeron even tried to correct it to be honest not even a tiny difference its the same !!!! Only thing i can say he did improve was my chubby tip. When can i go to a different surgeon and have my nose straightened ... Is 4 months enough ?,3
872,"I had open septoplasmy 2 weeks ago which required lowering my bridge and some work done on my tip. The inside of my nostrils however have become very red in addition to ooze coming out of a blackened spot near the tip. Is it infected and if so, what should I do? If not, what should I do to alleviate the discolorations. I appreciate your advice in advance.",3
873,"I had the inside of my nose put straight, I think the name of procedure is a septoplasty. Now I can see little holes on the inside of my nose from where the stitches may not have healed properly, I have what seems to be a giant boogie in my nose, when I was rinsing my nose out this morning it became loose but it seems to still be attached to a stitch. I have tried to take photos of it but I am unable to, I'm really concerned I had my operation two weeks ago. what should i do?",3
877,"I had open Septoplasty and turbinate reduction surgery, cast and splints for 10 days after. Since I didn't have a cosmetic rhinoplasty and everything was internal, I was told it's just fine to wear glasses. However, when I wear my glasses it causes indentations and what feels like lumps about where the nasal bones and maxilla would meet. It's been over a week since cast came off. Is this just swelling, or could the bones have changed at even though that area wasn't touched during surgery?",3
878,I had septoplasy surgery yesterday morning to correct a deviated septum. Today I noticed I could not lift my upper lip to smile but it is not swollen. I also noticed my two front teeth are very sore and hurt almost as much as my nose. I'm sure this is common but when I research it online I can not find anything related to it. Is this normal since surgery was only 30 hours ago or should I mention it when I attend my post surgery appointment to remove the stints?,3
884,I had a deviated septum corrected and my nose straightened in 2015. I loved my nose initially after my cast was removed but slowly over the year as it healed it began to change. My bridge seemed to collapse and my nostrils retracted. My tip has become puffy and my columella is very visible now. A surgeon has confirmed I have an inverted v derformity. I'm wondering if I'm also developing Polly beak?,3
888,"I had a nose incident 8 years ago and I haven't been able to breathe clearly out of my nose since. For various reasons, I am considering getting a septoplasty. That said, I would also prefer if my nose tip was flatter and my nostrils were more circular (see photos). I can achieve this look while mildly applying pressure on my nose tip (I also breathe better when doing this), but of course it doesn't stay. Can the tip be flattened and the nostrils be circularized like that permanently by surgery?",3
894,It has been 1 week since i have had a septorhinoplasty and turbinate surgery. I have found the pain in my nose very tolerable however now i am experiencing more pain on the bridge of my nose and at one side of my septum. I thought that the swelling in my tissues were cushioning my nose and therefore it was not as painful at the beginning. I have not changed the amount of pain mediation i have been taken and am worried as surely the pain should be subsiding rather than getting worse? Many Thanks,3
903,"I'm 3 months post open septoplasty and also had my hump straightened and tip lifted. I have noticed that there is no changes taking place in the tip of my nose. I don't enjoy having any photos taken as the tip is so round and just doesn't look natural, it's getting me down. I understand over time swelling will subside but will the shape of the tip change and not appear like there is a hard ball in there?",3
