,title,cluster
110,"Since childhood Ive had a few accidents involving nasal trauma. It hadnt bothered me until the last time I injured it during an altercation. Since I've had issues breathing, feeling as though my passageways are blocked and I get facial pain around the upper portion of my nose that leads to headaches. When I rub the sides of my nose together I feel crackling. I don't think it will help but I attached a photo",4
119,"Battling chronic sinus infections for over 20 years. At one point I was getting 8 in one year. For the last 5 years I have been doing daily preventative stuff that stopped them. Now they're not working anymore. This is my 3rd sinus infection in 4 months. While breathing properly was always a struggle due to deviated septum, I haven't been able to breathe out my left nostril for years now. Also, I wake up every morning with a pounding headache. Seeing GP again today. Should I see a ENT? Surgery?",4
121,"Compared to other surgeries, I have heard lots of nightmares about this;&nbsp;going blind, a fatter nose, nerve damage, nose running and bleeding, nasal obstruction not cured. It's sad because I've had trouble breathing for a long time but I've had to avoid the surgery because the risk complication seems too high. What makes this surgery so difficult? My ENT said that once septal cartilage is displaced, it's extremely difficult to get back in position.",4
125,I have had trouble breathing out of my nose for a while now. I have tried saline and other measures believing it was congestion. I have had minimal improvement with these measures. I am finally going to see an ENT doctor to see if I can find out the culprit.,4
126,"I have a deformed, big nose and I intend to have surgery on. However on initial consultations with local doctors, I've been told the deviation cannot be fully fixed. I'd like to know your opinion about the result shape of my nose, and how a doctor may go about recovering the deviation that may be successful or not.",4
128,Finally ended up with a septoplasty after 3 years of not being able to breath through nose and muffled ears. Dr. Kept saying it was clear now to just wait for swelling to go down. 1year now and I STILL cant breath through my nose and ears muffled because of it. How&nbsp;do I open up my nasal airways to fix this? I am overly stressed and getting depressed from it now too. I need some kind of answer/remedy.,4
130,"I have had frequent nosebleeds since childhood, dryness and constant blockage on either side. My question is: Can a plastic surgeon diagnose my nasal condition(polyps, valve collapse, turbinates, deviated septum) during a consultation in his office or do I have to go to an ENT and then bring a letter with the result to the plastic surgeon?",4
135,"I'm in pain but I am scared to tell my doctor the truth. I had an ENT suggest a septoplasty to help my breathing. I've almost gone through with it twice but I am extremely worried about the procedure failing and ending up with collapse but my nose hurts and I can't breathe well so I'd like it done. In college, I dabbled with cocaine but it was mostly spread out not daily. I never plan to do it again. He's never asked if I did cocaine after examining me. Will telling my doctor I used it result in insurance not covering it? Is the procedure safe for me?",4
136,"I went to an ent/plastic surgeon because I have been having pressure on my ears, dry mouth when I wake up, when I do cardio I dont feel I have enough air. trained myself to breath though the nose. Doctor says my issues are caused by my deviated septum. Do I really need surgery?",4
143,"- Looking to see if there are alternate ways to fix this issue, other than surgery? - Do you guys see this as a complex case? - Symptoms including breathing and bleeding issues - I also have been recently diagnosed with Hyperthyroidism and wondering can it effect/complicate surgery?",4
147,"I'm a 35 year old woman with a deviating nose. I have tried to seek help and advice from my doctor but I did not receive helpful information, besides use nasal spray and anti histamine for my constant runny nose. Does it look like I have enlarged turbinate And/or deviated septum?. I really hope to get this corrected, it is affecting my daily life.",4
160,"Used to have a normal nose, now very asymmetrical (no rhinoplasty done).&nbsp;I do not remember experiencing any nose trauma but I started noticing my asymmetry issues about a decade ago (older pictures of me show a perfectly normal nose) & it seems to get worse with time. I did have a deviated septum & had a septoplasty/turbinate reduction in Feb 2019 & was hoping it would help my asymmetry but it didn't at all & seemed to cause some saddle nose I didn't have before.&nbsp;",4
162,"I have internal nasal and can clearly see the point where my nostrils collapse inward when I breath. The opening on the inside if my nose is very narrow and when I spread it open, I can breath really well. I feel I would be a good candidate for flaring sutures considering it can be done under local Anesthesia and Ive had a septoplasty, turbinate reduction and latera implants (fixed my external nasal collapse) Are flaring sutures a speciality most ENTs know or would I have to go with a specialist.? Thanks",4
163,My second septoplasty and second turbinate reduction were in March. My second surgeon doesn't think it's empty nose syndrome or a collapsed valve and says my septum isn't the problem. He recommended a balloon sinuplasty. There is a noticeable bulge on the right side of my nose. I'm highly allergic to dust but my insurance doesn't cover immunotherapy for it. Allergy medication is also ineffective. What are my options?,4
168,I have a follow-up question to a previous post. My normal weight is around 200-210. Unfortunately I have gained to about 240lbs. I want to get both these procedures done but I was told by someone/not a physician that I probably should lose the weight first.. I am in the process of getting ready to go on the road for I don't know how long a year possibly more and just travel. I am just not sure I can lose all that weight that soon. Should I lose the weight or would it really matter that much?,4
170,I have a nose allergy and dont know when I can use my spray after having a septoplasty,4
172,I have major pain at times in the hump on my nose from a injury as a child. Im 21 now. I have been to an ENT specialist and they said I have a deviated septum and told em to use Flonase. That was a big fail and did nothing. I have constant pain on the bump in my nose and mainly breathe thru my mouth because I cant breath that good thru my nose.,4
177,i have a deviated septum and i have enlarged turbinates. I have to use nasal spray every day. I had my turbinates reduced about 10 years ago as an out patient it was very uncomfortable and painful my ENT did it. How bad does a deviated septum have to be to need surgery. I have been told I should have it fixed and that its not that bad.. so I don't really know and can the turbinates be fixed at the same time,4
183,"I have been doing saline rinses and using Nasacort but neither has benefited my breathing. I am unable to breathe properly through both nostrils when lying down, sitting, standing, and walking. I do get some airflow through both nostrils, however only when doing strenuous exercise such as lifting weights or running. Sometimes the nostrils switch in allowing air to pass, however there seems to be a trend in the left nostril being blocked the majority of the time. Inferior turbinates look swollen.",4
184,"I had a septoplasty about 4 years ago. For roughly the past year, I have experienced chronic post nasal drip.I have tried every medication (prescription nasal sprays including Ipratropium, Azelastine, Flonase) as well as singulair&nbsp;and several antihistamines. I have tried nasal irrigation with ZERO improvement. What can I do? I am going crazy. Constantly sniffling, and it just doesn't stop. The worst part is, I can't seem to either completely blow it out, or suck it in.",4
199,"2 months post op I have worse breathing than before also believe my nose is wider/still not straight. Extremely disappointed. I get a CT scan and shows that it is still minor deviation. Talked to my surgeon prior said everything is alright, which I do not agree. Do I need a septorhinoplsty this time to thin my nose bridge back to normal and straighten my septum?",4
202,"Septorhinoplasty scheduled in 7 days. Insurance covered due to deviated septum from past accident. Just got ins claim back accepted but includes Turbinate reduction and submucous inferior turbinate. Had pre op and seen this was on the plan for surgery, but went home and researched and I don't want it! I don't want to change the way I feel breathing. Can I request the Septorhino but without the Turbinate? Will the doc let me choose to kick out part of his plan?",4
206,"Can only breathe through one nostril at a time and very poorly, as in I have to open my mouth every once in a while as I can hardly breathe through my nose at all. Should I go see a doctor, will they do surgery?",4
209,"I had a septoplasty & turbinate reduction done 5 months ago. It seemed to help my mouth breathing as i have better flow out of my right side. But no change on my left side. The air flow is greatly reduced and labored. My ENT said the cartilage had reverted, but he could it again, a more aggressively this time. Do i have a better chance of success a 2nd time or more complications? I am 60 & have well-controlled diabetes, but have noted that i take longer to heal. Also have allergies to cats.",4
210,Nasal endoscope had been done for me after 6 weeks of septoplasty in another hospital not by my surgeon.Doctors told me that nasal septum is still deviated in the upper part and the surgery has to be done again for complete relief.But my surgeon repeatedly saying that my nose block is due to allergy and there is no connection with nasal septum. im confused whether to trust my surgeon or endoscope result.Please guide me whether i should undergo a surgery again?Or is there any other option?,4
217,Septoplasty had been done for me before 18 days due to nasal deviation but my nose is still blocked like before.Its worse when i lie down.when will i get complete relief?,4
221,"I believe I have a deviated septum so I'm considering checking it out, and at the same time change up my nose to a smaller size. At the same time I want to learn a martial art out of self defense reasons, I could really care less about competitions, if I'm learning the art its to defend myself and that's it. My question is should I still consider the surgery? I've seen answers that are ok with individuals going into the military after a 2 month period, so is it not ok per this context and why?",4
224,"I recently had a Septorhinoplasty with a turbinate reduction by my (board certified) doctor. Never did I think Id be wondering, post-op, if it were too small and perhaps lacked the amount of structure in the bridge to support it. I dont doubt my doctors capabilities. Im just scared as this is all new to me and am learning that noses that have been operated on can shrink and/or cave in over time. Can this happen to me? Can anyone give me their expert opinion based on my before and after?",4
229,"Good Morning Doctors! I have spider veins/capillaries on my nose after septoplasty. I had a Septoplasty a year ago and I noticed a ton of capillaries popping up soon after this very surgery. I do not drink alcohol, but this condition makes me look as if I am an alcoholic! Is there a solution out there to get my nose back by getting rid of these unsightly capillaries? I thank you in advance for your kind attention and reply.",4
230,"Its been 2 weeks since my septoplasty and my friend who has also had the same operation done, has messaged me asking how i am doing. She asked if i had been rinsing my nose and i told her i had been given nose drops to use for a few days but was given no stuff to rinse my nose.. should i have been given neilmed sinusrinse?",4
236,I recently started having swelling in my left top eye lid with severe sinus congestion. This has been coming and going over the past week. Could this be a result of the deviated septum....allergies??,4
241,"Chronic Sinusitis for 7 years. Allergy shots, etc. Turbinate surgery unhelpful. I want to breathe thru my nose again. Help :( Thick mucus in throat 24/7. Unable to EVER blow my nose (except w/ neti rinse). Literally blow nose from my mouth NON STOP. Very little airflow thru nose. Cant breathe or smell well. Sinus pain + infections from flare ups monthly. 3 yrs of ineffective shots, pills, sprays. 2017: ENT performed turbinectomy/septoplasty. He says Im wide open looking up nose now & is puzzled when CT shows infection. Can sinus inflammation restrict airflow/breathing? Any thoughts about whats going on?",4
242,"Hi doctor, i underwent septoplasty and outfracture of inferior turbinates 18th February. I have no follow up appointment with my surgeon. But a follow up appointment with ENT doctor on 26 March. Is this normal? It means my first follow up appointment will be 5 weeks after surgery. My surgery duration was approx 25 minutes, had not stents and absorbable sutures. Packing was removed 4 hours after surgery. And advised to do (homemade) saline washes with salt water and bicarbonate soda.",4
248,"I've been back to the doctor 4 times since my surgery because I'm very congested and have an awful smell. He stopped all nasal rinses and most sinus pills because he thought maybe it was drying my nose out to much and making smell worse. Two days ago, I blew out a very large size piece of mucus. Is this normal to take this long to heal? Swelling, the smell, the congestion? Any suggestions on how to help get rid of the smell faster? It's awful!",4
251,"I did a septoplasty surgery in May 2018 with slight turbinate reduction. Months passed by with little to no noticeable improvement. On Jan 23rd 2019, I did another surgery for strengthening the nostril cartilage, preventing nasal collapse and another slight turbinate reduction. My breathing improved for a few days and then it went back to being congested. There seem to be some sort of inflammation causing this but I don't know what is causing the inflammation. Smoke? Dust? Diet? What should I do now?",4
253,"I had a combined closed rhinoplasty and septoplasty, nearly 3 months ago. Every time I put my finger in my nose I can feel that the septum has been cut in several places, and I am able to move the septum where the cuts are, is this to be expected from a septoplasty, will this cuts ever heal?",4
260,"I had septoplasty and bilateral turbinate reduction 8 weeks ago. When I breathe, the air feels very cold and dry (even inside a warm room) and immediately I feel air on my throat and to my lungs (cold,dry). Ive been doing rinses, using humidifier and keeping nostrils moistened but Im worried that my turbinates are not functioning properly. Also my voice is sounding nasal since the surgery even though it seems the swelling has subsided. Are these symptoms likely to balance out with more time?",4
262,"I had a septoplasty 3 months ago. After my recent checkup I have been told I have a small septal perforation at the back of my nose. This causes whistling, but no other real symptoms. Could this possibly close itself as its only small?",4
264,"I had a septoplasty, turbinate reduction, and nasal valve implants on Dec 19th of 2018 for severe snoring. I am 3 weeks post op and am still snoring a lot. I would like to know how long before I know if this surgery worked or if I need to go back to my ENT for plan B to help with snoring. Thank you so much!",4
266,I was not given any way to clean my nose after septoplasty I.e. nasal saline sprey only a cream to apply 4 times daily to the inside of my nose I can not breath at all should I have been given something to help clean my nose?,4
267,Since then at least once a month I get sinus congestion on surgery side. Have had one sinus infection so far. Is this normal?,4
268,I had an operation done to help me breathe two years after and still have dissolvable packages coming out my nose,4
273,I was looking to get allergy shots and got referred to an ENT who told me I had a deviated septum. My breathing wasn't bad but I thought I should get it fixed. I am now left with a nose that drips when I eat or look down and post nasal drip that dries up in the back of my throat when the weather gets cold that is impossible to get out. I believe the turbinate reduction is the reason air I breath feels so dry and cold and is causing my throat to close when doing outdoor activities. Please help.,4
275,"I had rhinoplasty, tip plasty, and alar reduction when I was in Korea a few years ago and I realized that I may have a deviated septum and enlarged turbinates. My tip was lengthened with septal cartilage. I am concerned of possible risks and complications that may occur if I have surgery again in this area, especially deformities and perforations, but my breathing has definitely been bothering me. Any thoughts?",4
276,"I am on day 6 and just went to get the splints out of my nose today. Now my nose feels so crusty inside. I can't stand it, so I have been picking the dried blood and crusts out of my nose (often attached to nasal hair - so it hurts). Is this bad to do? If so, why? What can I do instead? My doctor did not give me instructions in regards to touching my nose.",4
277,"Got a septoplasty/turbinate reduction and now I have a 0.5 inch hole in my septum (septal perforation). What should I do? I am certain there was not a gaping hole in my septum before surgery. When I got my stints out after 2 weeks, I went to rinse and immediately realized saline was flowing right out the other nostril. I asked my wife to look and she literally gasped and said I have a huge hole. It measures about 1/2 by up to 3/4 the other direction. My surgeon was well reviewed but I can't believe he didn't mention this. It's only been 5 days now and so far I have not had any adverse effects.",4
278,"I had a septoplasty performed February 2017 and I was able to breathe perfectly after my healing. I have realized recently when ever i lay down to go to sleep, my nostril is blocked. The only way to fix this issue is for me to sleep with two pillows stacked, which honestly is not comfortable at all. Do I need to get surgery again? Or is this another issue?",4
282,I have had one prior full rhino. The surgery was intended to address cosmetic concerns however doctor was unqualified and I developed a less than satisfactory result. I now have an inverted v deformity. Im interested in having a septoplasty I have severe breathing issues. And due to this I have chronic sinus infections. Can I have a septoplasty to correct deviation with an inverted v deformity? Also I had far grafted to bridge of nose to mask inverted v 5 months ago will this cause a problem,4
287,"
	Went in for septoplasty surgery to take care of difficulty breathing through my right nostril in October. Now December I am still having difficulty breathing through that nostril. When I had my last appointment with my ENT doctor a month ago and asked about the breathing he said no further surgery could be performed, that internal swelling could last a few months after the operation and that that could be partly the reason for the blockage. If it&#39;s not the swelling, can I do anything else?
",4
294,On Saturday I had Septoplasty and sinuplasty. Since Sunday I have been in excruciating pain that radiates from my front upper right teeth up to my septum. On Sunday was given a Tramadol injection and have been prescribed high dose Tramadol to take home but it only lasts for one hour before the excrutiating pain is back. My surgeon said he thinks it's tooth related but I went to a dentist & had xrays and they can't see anything wrong. Please help - does anyone know what might be going on?,4
297,"The EMT told me that the notes do say fracture. He says he's seen some patients that have this deviation without having any trauma. I just want to confirm that this is indeed a fracture fight in highschool) and whether or not a septoplasty will fix he slight crookedness. DOESN'T NEED TO BE DRASTIC, just improve the symmetry a little bit. Will it? I have attached a close up photo of my face as well as the cat scan, and a picture of me straightening out (this improves my oxygen flow when I do this)",4
299,"I get mucus&nbsp;in back and above of throat.&nbsp;I had a deviated septum surgery. My breathing got much better with occasional blockage still, however, as time has gone I have a hard time sleeping at night as I feel that there is mucus that I cannot clear in the back and above my throat with tightness of throat. I have been using saline, I use 1 spray of dymista 50mcg in the morning and night and 2 sprays of Ipratropium bromide 0.03% and occasionally Afrin. I also take Pepcid complete 2 in the morning and night. I am getting anxiety at night",4
304,"I have sleep apnea, AFIB, history of blood clots and taking Xarelto. I use a BiPAP with full face mask. I'm currently scheduled to have septoplasty and turbinate reduction. My ENT said he was ok with me using my BiPAP. But he also said I will have some congestion for up to a week. I can't go one night without CPAP, due to my AFIB heart condition. I've had conflicting answers from other ENT's stating I would need to hold off the BiPAP for a few days.",4
305,"I had a septoplasty, turbulence reduction and adenoid removal surgery earlier this month. Since then I've been waking up gasping for air every couple hours throughout the night! When I first had the surgery done I was waking up every 10 minutes which made me have a horrible bout of not sleeping for 6 whole days. Once I finally did sleep I woke up VERY delerious/confused. My nose has healed well and there no mucous or blood. These symptoms only began post surgery. What could be causing this?",4
310,"I had an open septoplasty (with spreader grafters) and submucosal resection of the turbinates 1 month ago. I also had a closed septoplasty 8 years ago. Both were to correct left-sided nasal obstruction. Since the surgery 1 month ago, I have had persistent right-sided congestion. The surgeon says that it could be swelling or nasal wall collapse. I thought the purpose of the spreader grafts was to avoid this. Will I need another surgery? If so, what kind? He said it may be in-office or outpatient.",4
314,"
	Hi, I recently had a septoplasty, turbinectomy and rhinoplasty one month ago. This was because I couldn't breath at night. I'm doing the nasal irrigation flushes everyday as recommended. After the surgery until now which is 3 weeks post op, I find that I sneeze a few times a day which never used to happen. I have moderate eye bags though my eyes do not water. My nose feels sensitive at times. Apparently the whole two turbinates were resected. I'm not allergic to anything. What's going on?
",4
319,"I have turbinate hypertrophy. The CT scan showed that I neither have a sinus infection nor a deviated septum. It isn't caused by allergies either since I don't have any symptoms that are usually caused by allergies like: Sneezing, runny nose, Itchy, red or watery eyes, etc. - expect nasal congestion. Since medication didn't work I thought to do a radiofrequency turbinoplasty. But I've heard the succes rate is low & that symptoms re-appear after some months, or it could even worsen the situation.",4
322,"I got a septoplasty + turbinate reduction 3 weeks ago. Surgeon took a look at my nose 1 week ago, it looked normal he said. Big issues with drainage/runny nose everytime i just move a bit. Walking around, etc. This is a problem i am a semi pro cyclist, when i ride its gets very runny. Its like i got a huge production of mucus from the nose... Surgeon said to stop cycling, and any activity. But thats simply not an option any longer given its my profession. Is this normal? and what can i do?",4
328,"I'm 2 weeks post-op and just caught a cold.&nbsp;Things were starting to feel better after surgery. But now i caught a cold or sinus infection. It's terrible, can't breathe at all through the nose now. I use saline every day. However I&nbsp;need to blow my nose all the time now, am I&nbsp;doing any damage to my surgery results? I can't help it. Don't know what else to do, not allowed to use xylometazoline etc. As I&nbsp;had a 5 year addiction before surgery.",4
330,Is this normal to have a foul stale odor from a perforation? Smells musty or cheesy and people comment. I previously had sinus surgery and discovered the hole post surgery. I then had a silicone button inserted and now that has been removed it wasnt helping. I do saline rinses daily but the odor still persist. Will surgery mitigate this odor.? When I bend down or lay down its prominent. What are my options for a successful closure and odor remedy? Help please.,4
333,My question is after having a sub-mucous resection on both inferior turbinates. My ENT told me after a year they could grow back due to allergies etc. Has any surgeon here experienced re occuring hypertrophy of the turbinates from the same patient to the extent of how it was pre surgery?,4
339,"Surgery done on Monday, packing removed Wednesday. Thursday and Friday have a stuffed nose that comes and goes, mucus build up that lined with red blood, and spit that often has red blood balls or lining. Is it normal to have nasal congestion that comes and goes, a runny nose of blood lined mucus, and pressure and fatigue around the sinus area? How long does this generally last? Obviously just breathe through the mouth when congested? Thank you!",4
343,"Hi! I had septal reconstruction with rib graft one month ago and since then I feel that I don't breath enough air especially when I lay down to sleep. After this happens I start to yawn, suffocate and have rapid heartbeat. It first happened the first days after surgery, then I felt ok and after one month the suffocating feeling came back. What should I do? My doctor told me everything went fine with the surgery.",4
344,"3.5 months post septoplasty with turbenite reduction and sinus ballooning. Struggling with nose dryness .&nbsp;My ENT Dr said at 2 months post op everything looked healed so why is my nose doing this could it be internal swelling or an infection? have tried Nasinex, Netipot nasal saline sprays and gels help for a brief moment. My ENT Dr had given me some nasal steroids you mix in Netipot solution but havent used in awhile should I try those again? I have had CT Scan with imaging and my doctor&nbsp;said everything is open no blockage.",4
353,"So 5 weeks after septoplasty and turbinate reduction. I have developed a septal perforation although it's small and mid nose not too close to the nostrils. My question is if I'm 23 and possible as healthy as I can be with acupuncture, collagen supplements, exercise and fasting to induce autophagy. Is it possible for the cartilage to regenrate especially early after surgery. Nasal cartilage has been found to regenerate different from joint cartilage, although this study was in rabbits.",4
354,I am a singer and have a deviated septum. whenever I sing it always feels as though only half of my nose is working and when I do vocal exercises in my chest voice and head voice are fine but when I have to go thru the nasal cavity there's gurgling. Sometimes when I sing in that area it sounds like I'm honking.,4
358,i have always struggled to breath. never ones could i take more then 4/5 breaths through my nose before i need to breath through my mouth as i could not get enough air in. my doctor did a operation on me to straighten the cartridge in my nose and burn something off in my nostril to open to airways. but turns out my nose is collapsing at top so its closing my airwaves and doctor said he cant do any operations to help. is their anything out their to help me,4
364,I am 10 months post an alarplasty/septoplasty. I cannot breathe during exercise and it is affecting me tremendously. I flare my nose the whole time to try to get more oxygen but it doesnt work. I've attached a two pictures to compare my inhale and exhale.,4
367,lately I feel the air in my nose when i take a breath and it feels cool but not going into my lungs and now i am paying attention to my breathing i also feel my sinus and ears poppin and drainage and i feel my nose clearing up sinus plus i have gastritis when i lay on my back to sleep sometimes my mouth comes open i can sleep through the night only getting up to to go through the bathroom GAD SINUS SURGERY IN DECEMBER,4
369,I began waking up feeling very dizzy and nauseous. I also had a low-grade fever and some green discharge from my right nostril. I contacted my ENT who didn't seem too concerned about the symptoms. He said I was already on an antibiotic and I should increase my saline flushes and take Advil for pain. I have done that but my nausea and dizziness is not any better I'm finding it very hard to make it through the day. Is there anything I can do to help with the dizziness. Thank you.,4
374,"I had my septoplasty yesterday and my doctor who has a great reputation and been doing this for 30 years ago said it was ok to use a Juul, a vape pen. I am just wondering and looking for a second opinion. Thank you.",4
376,"Hi, I had septoplasty with submucous bilateral inferior turbinate reduction. My doctor is well known and very conservative. About 5 weeks after the surgery I travelled overseas and there was a smell coming from the nose as I landed. so I saw an ENT in berlin and he said I have an infection. He also used the small suction tool to clean out the nose could that have possibly removed turbinate tissue I didnt feel any pain nor did it bleed afterwards but the smell went as soon as he cleaned it.",4
378,"I have had a septoplasty and turbinate reduction and I still cannot breathe well through my nose.&nbsp;I found a new procedure online that can be done in the office or in surgery. Does anyone have experience with this? Seems non-invasive, which I like!",4
381,I had septoplasty surgery to my nose 3 days ago. I was awake for it all but num so u didnt feel much but hear the sound of what was going on which was horrifying. I have the dissolvable packing and they never really told me how long it will be gone or if I can use a SALINE rinse or just a saline spray... they really just did the surgery and sent me out... it was horrible.. please let me know when I should be able to breathe again I am going crazy.,4
383,"Only symptoms: postnasal drip and mild congestion. No headaches, sinus infections, nothing else. Tried lots of RXs, no improvement. CT scan revealed a large bone spur on my septum, enlarged turbinates, and a polyp in one sinus. My ENT said we could do surgery but I don't have to since I'm relatively comfortable. He was very neutral on whether or not I should do it and didn't talk much about the risks. I would love for someone to look at my CT scan (pictures included) and tell me their thoughts!",4
390,I am old enough to smoke but my parents still dont know and would kill me if they knew. I also have not been hitting it regularly in a while but took a couple hits not thinking about the surgery.,4
391,"I had septoplasty surgery to open nasal passages. A week later a 'follow up' visit, 3 weeks later another 'follow up' visit and another in July. I received the bill for this visit and was charged over $500, insurance paid $100, leaving me with $400 for each visit. It was an office visit. I paid $2200 between the DR and surgical center. I've asked the DR's office for a explanation as to why so much. I haven't received a response. I'm not sure what to do. I think this is crazy, am I wrong?",4
392,I'm a 27 year old Male with significant nasal breathing issues and mile to moderate allergies. it's mostly worse at night when I lay down and during sports. I recently got a ct scan and the report says I do have a deviated septum towards the left side. i have met two doctors and while one says septoplasty is required the other says to just use a nasal steroid spray. what do you suggest ?,4
