,title,cluster
45,I wad told by a specialised doctor that I have a c-shaped&nbsp;deviated septum. Does&nbsp;my deviated nose looks noticeable? I found out my nose looks asymmetrical in photos. What kind of surgery can fix this problem? Septoplasty ? Alar reduction? Is it worth to correct this issue. Thank you for the advice.,1
51,"I'm getting septoplasty and turbinate reduction surgery soon. I was just thinking that a non-medically necessary surgery, like the reduction or straightening of my dorsal hump could be done at the same time. If so, my insurance will pay for the septoplasty and turbinate surgery, but can I simply pay for the difference between that and the dorsal hump reduction (rhinoplasty, I guess)? In other words, will I save a bunch of money doing both at the same time?",1
53,"I want to get the filler as Im approaching the year mark and I want to build on my previous fill. The surgery would be about a month later. Nothing external is being done on my nose, and theres no filler in or around the nose. Just making sure theres nothing Im missing as I can wait on the filler if absolutely necessary.",1
55,"Hi, I've had an MRI and noticed what I believe to be a deviated septum. For years I have been complaining of a restricted airflow in one of my nostrils and difficulty breathing at night, but no took this seriously and I was told it's common. Does this image show a deviated septum? And if it does is it helpful to take this image to a rhinoplasty surgeon at my consultation or do they not need it? And does my deviation look like it can be resolved?&nbsp;Thanks!",1
56,"I think I may have a deviated septum. I have plenty of issues with my nose from nasal dripping to sinus headaches. Can you tell from the following pictures? I am afraid of the outcome, I am in my mid 40s and dont want to look like a different person, but my issues are getting worse with age.",1
57,"Hi, I've been wanting my nose done for a while but do not want anything too drastic as I am scared it will not suit my face. My main issue is my deviated septum and tip refinement/more definition at the front but wanted to know if I would be suitable for just septoplasty or do you think I should get a full rhinoplasty ? :) thank you",1
60,"I went to ENT and they scheduled me for a septoplasty for next month. I am aware that septoplasty cannot change the external appearance of nose, unless certain circumstances. I am wondering if it can fix the crookedness of my nose that leans to the right as my nasal deviation is also to the right. I have attached two photos. I would prefer to send pictures privately if need be.",1
63,My nose was injured and in turn gave me a deviated septum with breathing issues but also makes my nose curve over and has become somewhat lengthened on one side. I am wondering if the curve and lengthening in the photo will be corrected with septoplasty alone?,1
68,"Hello, Im just wondering if youve had a deviated septum for many years that if it can affect the inferior turbinates? Because as far as I know Im having an obstruction in my nose and I believe its due to my crooked septum/nose. Im also skeptical of getting a turbinate reduction due to ens even though its a rare case there is&nbsp;still a chance one can develop the disorder.. so will a septorhinoplasty be enough to help my breathing issues?",1
69,"I've had a deviated septum from birth and so do my other two brothers. I've always had allergies and massive nasal congestion, let's just say I blow my nose every day at least 20 times a day regardless if I have a cold. I am starting to notice many scabs in my nose from dry breathing. Also if I breathe fast enough the side with the deviated septum collapses.. Also, I'm wondering what the cost of something like this would cost? Without insurance. I'm in Greenville South Carolina",1
72,I need to find a doctor to fix I think is deviated septum. It got to time that I think I got sinus pressure and head aches on left side of my head? What or how do I do it where can I start my first steps and I have UnitedHealthcare with my ahcccs card would it cover it or part of it? Please help me find one close to my area my town. Thank you!,1
76,"I was looking at my op report and although it is labeled as septoplasty, the procedure mirrors that of SMR. Among other numerous red flags, I was under the impression that the breathing part of surgery would be straightening of the septum. That is how it was described to me. Not removal. And certainly not JUST removal with no reconstruction using the excised cartilage. Can you please explain the differences so I can figure out what happened to me? SMR seems to prove detrimental to revision.",1
77,"Hi Doctors! I had revision septo-rhinoplasty almost two years ago, but my nose is more crooked now than it was previously. I tried having filler done to hide how crooked it is, but I feel like Im also not getting the best airflow. Is the appearance of my crooked nose due to a deviated septum?",1
83,"I think I broke my nose as a child from knocking it at the bottom of a concrete pool, but never went to the doctor for it. I'm now in my 20s and have a large bump on my nose and difficulty breathing. Both these pictures are from my orthodontic treatment and have been taken a year apart. Can anyone tell from these if my septum is deviated/ what's going on? I'm aware the best would be to get proper x-rays, but I'm just wondering if it's obvious or not from these pictures! Thank you!",1
86,"I had a deviated septum done on May 22, 2018. I was told by my surgeon that I would still have difficulty breathing due to allergies. I thought that getting the surgery it would correct this. Did she just lie because it wasn't done properly? She was disappointed in herself because she didn't remove more of the bulbous tip. Should I see another specialist for a second consultation?. I just want to breathe better.",1
90,"I have a deviated septum (caudal septum). I know a septoplasty doesnt change the nose appearance but I feel like my case could be an exception. I got different opinions from doctors and Im looking for a straight answer. Some doctors say septoplasty would fix, others say I need alarplasty.",1
91,One of my nostrils is higher than the other. I have a deviated septum so maybe thats why. Will a septoplasty fix it? Please help!,1
99,"I've seen an ENT who is also a plastic surgeon. The main issues are listed in the Dr report in the first pic. Will the subluxed ULC, deviated dorsum and asymmetrical nostrils be fixed with the septo surgery? I'm aware the dorsal hump would not be. The septo surgery is far less risky than the septorhino correct? Just looking for some guidance in making this huge decision.",1
100,"Considering getting a Septoplasty soon. Just want to know if my nose would straighten with just that or if I would need another procedure on top of that? Attached a picture, you can see from the very top it just bends to the right and is really noticeable especially the closer you get and certain angles are terrible",1
103,I am considering getting a septoplasty to fix my deviated septum. Will the procedure also fix my crooked nose or will I need a rhinoplasty? Photos attached.,1
105,assaulted years ago; now have a deviate septum +crooked nose. Just discovered That I could have had a septorhinoplasty free of charge during the acute stage (2 years) The surgeon at the time did not mention this to me. The dorsum Is indeed crooked but the lower half of my nose seems the most crooked so I am wondering if a septoplasty will atleast straighten the lower half/cartilage portion of my nose.,1
106,"My Columella is wonky? I have been told I have a deviated septum and would be entitled to NHS provided surgery to correct the deformity, but will this correct the out of shape columella? Is there any way I can increase the size of my Columella also, as I feel that it is a little thin? And if so, will I be able to maintain my current noses shape",1
107,"I believe my septum is deviated. My nose is very sideways and my nostrils are uneven. It is uncomfortable and breathing is a bit annoyingly I wanted to know where I should go to be diagnosed/how likely insurance is to cover it. I understand cosmetic rhinoplasties are not covered by insurance but are offered at a discount since they will be in there anyway and have already used anesthesia for the septoplasty. When I sniff, one nostril goes in/touches the bridge while the other doesn't.",1
112,"As seen by two specialist I have a unique perforated septum. I have an anterior perforated septum, not at the septal cartilage but at the membrane between the septum and columella where there is no cartilage. One of the specialist called it a nose ring hole location. The hole is approximately 0.5 mm in diameter.Can it even be fixed due to the anterior nature? Not experiencing any symptoms but am worried about the development of a saddle nose or destruction of columella",1
113,I noticed that my nose is a bit slanted and i wanted to know if I have a deviated septum and if I should see a doctor and I also have bronchitis and had breathing problems as a young child and if it's caused because of my nose?,1
114,I am interested in getting a septoplasty that will most likely be covered by insurance and was wondering what the additional cost would be to shave down the bump on my nose,1
115,"Post 3 nose injuries since age 12 I've noticed a crooked nose/hanging columella. It causes breathing issues, so I went to ENT who confirmed my nasal bones are not displaced/broken, but that I do have a mod. deviation in the area of the nasal valve & large infer. turbinates. After other tx, I'm considering septoplasty. Could this: 1. Shorten my columella 2. Straighten nose. If I'm getting surgery I'd like to fix these aesthetics also & would love advice on what to ask for. Thanks!",1
117,"I have a severely deviated septum for which my ENT recommended a septoplasty. However, he mentioned that because I had a rhinoplasty (9 years ago) I could risk dropping my tip. As you can see, the tip didnt help perfectly. It became more bulbous than before. Will the ENT fix it as a part of the procedure to correct the septum? Im really hesitant and I need an advice. Thank you",1
118,Two years ago I got a rhinoplasty where my tip was reconstructed. I like the shape of my nose but it leans to the left and my nostrils are uneven due to a deviated septum. Will a septoplasty ruin the shape of the tip of my nose? I just want my nostrils to have more symmetry and be able to breath better with a straight nose. Thanks for your honest opinions!,1
122,I have a deviated septum and I was advised to have a septoplasty done. Will this procedure also help straighten my nose appearance from outside once the deviated septum is straightened? Do I also need Rhinoplasty?,1
131,"I'm only 21 but have really bad dark circles under my eyes they start in the middle above my upper eyelid and go down like a c shape to my lower eyelid and also stop there in the middle. I have a deviated septum where I&nbsp;have a operation for this month. My question is will this also fix my dark circles, I&nbsp;have no allergies.",1
138,"I have a meeting with a specialist about getting a septoplasty surgery done. My deviated septum causes me quite a bit of issues in my day to day life so I would rather get the surgery done before I am finished with boxing but have been told I should wait until I am finished with boxing, which could be years. just amateur boxing by the way",1
139,"I feel my nose needs to be corrected more out of medical necessity than cosmetically. Although, the straightening of the septum would be an added bonus. I'm understanding how very important it is to get this right the first time, as I do NOT want to have or need any revision surgeries. That's my very worst nightmare. Is my nose really that deviated and, would I benefit greatly from an open septoplasty? Your input and time reading this is greatly appreciated. Thank you!",1
140,"My nose is crooked, and that is severely apparent when I am wearing sunglasses. What is the best surgery to get to correct my nose?",1
141,"Hello, First, thank you to all you who are taking the time to answer my question. Thank you. I recently had a septoplasty done, along with a latera implant. My breathing did not improve. At my follow up, my doctor suggested spreader grafts. There would be no out of pocket expenses, but the the surgery would be likely performed by a resident. The attending has over a decade of experience in head and neck surgery. Is it unreasonable to be defensive about a resident performing my revision surgery?",1
142,"I snore horrendously and have sinus problems and use a nasal spray which doesnt help, I dont know what surgery would be best to help reduce it ?, I was referred to a specialist who told me that I have a deviated septum but nothing was said about surgery and would rather have it done privately but not sure which surgery would be best",1
144,I just recently got an open rhinoplasty to then find out that I have a deviated septum and my breathing got worse after the rhinoplasty. I was just wondering if it was possible for a second procedure?,1
149,"I am have troubled breathing and I think I broke my nose 2 years ago. Is my septum deviated, if yes than please tell what all procedures can clearly show this deviated septum and also the treatment procedure which will be required. Thanks in advance.",1
150,"Hi,&nbsp;I suffer from a deviated septum that gives difficulty breathing, which was caused by a traumatic event during childhood. Would like to know if a septoplasty is enough to straighten the nose externally, Im not looking to change the shape or size of my nose, just want to be able to breathe better and have a straighter looking nose as you can see the crookedness.&nbsp;Septoplasty or rhinoplasty or both?",1
155,I am considering a septo-rhinoplasty procedure to fix a deviated septum and to fix some cosmetic items? Do I have anything to worry about as far as a collapsed nose due to septum removal? Is it absolutely necessary?,1
158,"I am scheduled to get a septoplasty later this month, as I have have an extremely deviated septum. After doing some research, a few surgeons that having a septoplasty can make a subsequent rhinoplasty more difficult because it removes the excess septal cartilage that is used for reconstruction in a rhinoplasty. However, I can't seem to find consistent information on this subject. I was wondering if someone could explain to me how a rhinoplasty differs given a prior septoplasty.",1
159,by looking at my appearance in photos i may have a deviated septum and my entire face just looks weird and uneven. will getting my septum corrected fix the unevenness in my face?,1
161,"I have Anthem Blue Cross PPO, and Im from California. This is my 3rd and final nose surgery for the year and will be for a revision septoplasty and nasal valve repair. I am just wondering if I will have problems with my insurance getting this surgery done? Thank you.",1
171,"Am I a good candidate for a septoplasty? Would this procedure be covered by insurance. In my opinion, my nose looks deformed and its been my biggest insecurity my whole life.",1
176,"I had a closed septoplasty in May 2013 for my deviated septum... It helped a bit with my breathing (incisions were made deep in my nose too to help), however my septum was only reduced so it was not hanging out of my nostril and no permanent grafts to support my nose so my septum is loose and not straight. I plan on looking into Rhinoplasty to help address my cosmetic concerns about my nose, as well as this. Any advice while I plan for a surgery this year? Thanks in advance!",1
189,"I want to have surgery to correct my breathing and snoring. I could never breathe through my nose fully, and I snore very obnoxiously. I had my tonsils/adenoids removed to fix my snoring but it didnt help. My nose is crooked and unflattering, Im wondering if I have surgery to fix my breathing issues, Can the DR fix the shape of my nose to something I like and will look flattering on me? will it still go through insurance if he corrects the shape/look while hes fixing the breathing issues?",1
190,"I got hit in the face at around 3-4. My nose continued to grow at a slant. It is hard to breathe especially when sick, if I twist my nose to the right I can breathe 10x better. However, you can see theres a difference between the two sides, would a septo fix the difference or would i need a rhino? (since i have two dif. side profiles) also from the pics can u tell if its crooked enough to be covered over insurance? i would love to have a straight nose. please let me know. thanks!",1
196,"Hi, I had a septoplasty 1 month ago and I noticed a slit in the septum in the wall between the nostrils but I think it's below the septum, where people usually get nose piercing, except that it's relatively wide. What are the long term dangers of this and can it heal by itself? Would another surgery be needed? Thank you",1
200,I broke my nose during a football match. I did get a septoplasty but it still kinda looks crooked? What do u think would be the right thing to do?,1
201,"My nose is to the left, the bone sticks out and the tip droops. I have a lot of congestion, mucus, difficulty breathing, possibly polyps and I have been referred to ENT. I would love to get it fixed. I have always been very self concious about being different, especially because of a lot of bullying, comments etc. If I had a septoplasty alone, would this straighten the outward appearance of my nose, and even fix the drooping tip?",1
208,"I have already posted photos of my eyelids asking about the benefits of a Blephroplasty, which I would benefit from. My question is which should I worry about having first. My concern is not wanting to walk around with the Kenny Rogers look. Ideally I would like to have the Septoplasty first. Which should I have done and what type of physician is best for both procedures.",1
213,"I have a very crooked tip. Ive read about how septoplasty is performed but since I have a crooked tip, what has to be done differently? Also, the side of my nose that isnt crooked is pinched. Could I get that fixed while also straightening my nose?",1
216,What are my options? Will septoplasty on its own correct my concern? Or is the other surgeries I should explore? Also is the issue my nose or my jaw or my cheekbone? Thank you in advance.,1
218,"Went to ENT 3 years ago, said surgery wasnt necessary. Went this past year to discover I did have a fractured vomer bone. Is that was is causing the bend? Would it be more symmetrical if I got a septoplasty? I know I have a deviated septum naturally before this accident. Im freaking out tho and super paranoid that I cant get chicks because my nose is tweaked. What the hell do I do?",1
226,"I have a crooked nose. Will Septoplasty fix it or will I need Rhinoplasty as well? Are there any closed options available? Looking at my picture, if I get Septoplasty, should I get Rhinoplasty anyway to make my nose smaller?",1
234,"I was told that I need a septo. I asked on here if a septo would make the nose straight and the answers said no. I am confused. In order to make breathing normal, don't you have to straighten the nose? My right nostril is severely crooked to the right, if they open up my right nostril wouldn't that straighten my nose? or does the doctor just straighten the nose and keep the nose at a slant? I just don't understand how you can get normal breathing without straighting the nose. Please help!",1
237,I was diagnosed with a deviated septum and enlarged turbinates by my ENT. I really do not want to get a septoplasty and a turbinectomy because I have heard all about Empty Nose Syndrome and the devastating symptoms patients will have for the rest of their lives from it. I would like to know how I can get the tip of my nose to not be hard and swollen anymore. The nasal sprays and things like ponaris and humidifiers really dont help me.,1
238,"Im not sure if I have a deviated septum or not. My nose bridge bends to the right (not sure if its clear in photos). But I dont have the symptoms typically associated with deviated septum, such as frequent sinus infections and difficult breathing. Although Ive been breathing this way my whole life so maybe I do and just got used to it. Thanks",1
239,"I have two main issues with my nose that I want to fix: crookedness and the bulging under my left nostril. I suspect my septum is deviated towards the left, but I'm unsure if a septoplasty alone could fix both of my problems. Are there any other reasons under my left nare would bulge out in this way?",1
245,"I was wondering if a septoplasty would straighten my externally crooked nose, especially at the lower third of the nose? If it can't please explain technically why not. I need to understand why it cannot straighten an externally crooked nose?",1
250,My nose is a little crooked (I have a deviated septum). Will fixing the deviated septum fix the dent I have at the top of my nose?,1
261,"I have had a very deviated septum for my entire life, and it often clogs very easily in one nostril (and I have minimal airflow through this nostril when it is clear). The end of my nose follows this deviation and gives it a crooked outward appearance. Would fixing my deviated septum also make my nose appear straighter?",1
269,"I recently had balloon sinus surgery in January with great success; however, Im still having trouble breathing. My ENT is still treating me for my allergies and problems with my sinus but I wanted another opinion about what could be the cause of my breathing problems. I have a deviated septum and was wondering is that the cause the unevenness of my nose as well . Im looking to take care of this breathing problem before joining the military.",1
274,"Hi there, I had an injury in my nose about 13/14 years ago. It wasnt major and you cant notice the outside deviation unless you touch the bridge/bone. I have noticed it in some close up photos. I started experiencing breathing issues. I live in UK and today, I had a septoplasty. I thought I would get the bone corrected too but it wasnt the case. I think I have to go private for that. How long would I have to wait before going under surgery to correct the bone? I like the shape of my nose.",1
285,I had a septoplasty for a deviated septum by a local ENT years ago. Now I want a cosmetic rhinoplasty by a plastic surgeon. Should I be charged for a primary rhinoplasty or revision rhinoplasty? My first surgery was not cosmetic.,1
288,"Hello, I have one question because I think I have a deviated septum because I couldn't breathe very well with my nose. One of my nostril is stuffed really often. As I have a pretty sensitive nose, I wonder if a septoplasty could improve the sense of smell, because you couldn't smell from one nostril? Thank you for your answer!",1
290,"Don't want to go to an ENT because&nbsp;you want to also fix the shape of my nose little. If not, how much would it be for both procedures together?",1
292,My nose changed shape after I got hit in the nose. I never went to have it looked at but im starting to notice now and its making me very insecure. Is someone willing to take a look at my pics and tell me if it looks like i have a deviated septum? If so would insurance cover it? Thank you,1
303,"obviously to get a diagnosis i need to see a doctor, i'm aware of this i just would appreciate an opinion. i'm genuinely not sure, and if there is some evidence that may make it obvious to a more erudite eye that i would not benefit from septoplasty, then better i know and don't waist a physicians time.",1
311,"Ive always loved my nose, but Im a perfectionist and small details matter to me. Ive recently become aware that my septum is slightly deviated, making one nostril appear lower than the other. I notice this especially in photos that arent mirrored (photo shown). I only wish to make my nose more straight and even from the front, and I have no breathing issues. Am I a good candidate for a&nbsp;septoplasty? Would my face change too much?",1
312,"this is my second post thank you to all who replied, im wondering if my insurance will cover and what my next step is, i have united health care AHCCCS, and also have about $2000 saved up really want to get this fixed, i contacted my insurance and they told me i need doctor recomendation and even then its not a forsure thing. i kno they dont cover cosmetics, but this does give me breathing problems as well as frequint sinus infections. whats my next move",1
315,I had a Septoplasy w. spreader grafts and secondary rhino to fix my crooked nose and deviated septum from when I broke it years ago. I did have surgery after breaking it but just to put back in place. B4 this surgery I asked my doctor&nbsp;if my nose would be smoothed out more and hump not as big which she confirmed. Doesn't look like it&nbsp;and I am so depressed and my nose looks like a witche's nose!&nbsp;Even worse than ever. What should I do please please help. Thank you!,1
318,"Hey there, As seen, I've got a deviated lower septum, and my nose's appearance is affected. My question is, will I need more than a septoplasty to correct this? Or is a rhino needed too? The cause is the deviated septum? So wouldn't straightening it correct and also revert the nose to its original natural shape and form? Thanks a lot.",1
320,"I am not referring to a deviated septum which has been mentioned here before, but a perforation as a side effect of rhinoplasty. If so, what can be done to get rid of the issue without surgery?",1
325,I have a hole in my septum. It doesn't cause me much hassle but it has changed the appearance of my nose - it now has a depression in it and looks almost like 'saddle nose'. Doctors have offered me a septal button to close the hole. I'm wondering if this would improve the appearance of my nose by supporting it so it droops less? Thanks in advance.,1
334,"I'm considering a septoplasty and minor rhinoplasty to address the tip and to fix a deviated septum. I have also considered SARPE to widen my dental arch. I have been previously told by my dentist after imaging that my left sinus, which is the side I have the most problems with, has a very small sinus. Are there any procedures which can address this to improve airflow in my nose and resolve the chronic stuffiness I have on the left side?",1
338,"
	My Dr says I need to have my Deviated Septum fixed and my Turbinates cut. My insurance will cover this but I would aslo like to have the bridge of my nose shaved a little. Should this be free? If not how much more (on average) should I have to pay for this?
",1
348,So recently I have been told that my right nostril is being blocked by my septum and that may have led to me mouth breathing for a while now. I also have an overbite and some crowding on the lower teeth. I I just want to know if that has affected my face any and if anything can be done to improve my situation.,1
352,"Primary concern with surgery what can happen. I have 100% medical coverage If my Septum was more deviated I would be fine doing both at once, but I think that since the main issue appears to be with the turbinates it doesn't make sense to fix just a slight deviated septum.",1
370,I have difficulty at night breathing one side closed off. No crusting or issues with infection from the hole. I have surgery years ago for the deviated septum and broke my nose again.,1
371,"My nose appears to be more crooked in the lower portion, especially when I smile. After several consultations, Im leaning towards my ENT doing a [closed] septoplasty, endoscopic sinus surgery and turbinate reduction. Note: I had [open] septorhinoplasty ~15 years ago. This time around, Im mostly concerned about my breathing than the aesthetics, but thought I read somewhere that a septoplasty can also help straighten your nose if the deviation is in the lower half? Please let me know. Thanks",1
372,Hey Im getting a caudal septoplasty next week which is all covered by insurance and Im just wondering how would this change my nose . Will it make it appear longer and like less nostril show on my profile or would it not to much,1
379,Im getting a septoplasty for my deviated septum and Im just wondering if it would fix my unsymmetrical nostrils because you can see my hanging columella in my right nostril,1
382,I had a septoplasty done 2 years ago. Didnt work. Became deviated again even more deviated. I cant breathe well out of it and i want to correct it to improve my daily life.,1
387,"I am 7 months post-op revision septorhino (spreader grafts for inverted-v were put it and no bones were broken). Now my septum is deviated/slanted and makes breathing difficult, as well as it makes my nose look crooked as it's like this  / . I confirmed with another dr who said that my septum is deviated and that's whats causing the breathing issues+crooked/slanted bridge. How long do I need to wait to get only a septoplasty? Would ohip cover a revision septoplasty?",1
395,"How long would I have to wait to get septoplasty again. My surgeon did not properly support/place my septum and now it's crooked/deviated (+ my nose, which was straight, is crooked as a result). My septum it literally diagonal or like / from the top down. I am 7 months post-op. A different surgeon/ent will be doing my septoplasty.",1
400,"Hello, I had a surgery done on my nose today. This is the 3rd time I have had surgery done on my nose for breathing. It always gets crooked after. Do you think it will get crooked again? What can I do to prevent nose from getting crooked again? Thanks,",1
414,I was told by a ent doctor that a septoplasty would be required to fix my deviated septum. My question is will my turbinates be touched during this procedure? from my understanding a reduction or a total removal of the turbinates can lead to empty nose syndrome which i am terrified of,1
419,"Additionally, I've always gotten nose drip and found it difficult to breath properly specifically through one side of my nose. I've gone to the ENT and a specialist but they've only given me sprays or burned vessels but they never seemed to work as I continue to have these symptoms to the point where I am just tired. Researching, I came across discovering the septoplasty procedure and over a year have been wondering if this would be beneficial for me, as I also notice I have a deviated septum.",1
422,"As you can tell by the photo my nose really crooked. I also have difficulty breathing through my nose, especially at night. I went to go see a ENT doctor and he told me that I need a septoplasty to help me with my deviated septum. I just want to know if my nose will look straight after surgery? He didn't really give me a straight forward answer.",1
433,"I underwent a Septoplasty with expectation that my nose external appearance would not look very different. I just wanted to breath better, and i did expect that nostril might be asimetrical. However, it looks like I underwent a rhinoplasty or at least a tip-plasty. I know that my nose is swollen and it will take time, but my concern that my nose is pointing upwards. I have splints, are the causing this upward change, or did surgeon lift my nose? My mouth also seems to open slightly.",1
441,One nostril is higher than the other nostril would they make it so the lower nostril is higher as well? Would this result in the drooping tip not being as pronounced? Also would a septoplasty make my nose wider?,1
442,"I recently asked a question about septoplasty vs septorhinoplasty.. I forgot to also ask whether a closed or open approach is preferred. (I prefer closed surgery covered by insurance.) My main concern 10+ years after my original septorhinoplasty is functional breathing issues; I rely on ZyrtecD, humidifiers and breathright strips. By the way, I like my overall nose size/profile, but cant breathe well (Im told its deviated), and it seems to curve to the left, esp. at the tip when I smile.",1
446,I have been to a ENT surgeon for my deviated septum I have a slight bend in my nose My nostrils are odd My breathing is clear on one side and less on the other However ENT said it's not deviated I went for a consultation with a cosmetic surgeon he suggested septorhinoplasty and said it is deviated I have had a scan done and it's showing up straight is my ENT correct or my cosmetic surgeon,1
452,"Septoplasty or septorhinoplasty? Functional nasal airway surgery candidate looking to improve breathing and fix deviated septum. Had septorhinoplasty as a teen, to remove a dorsal hump and to fix a deviated septum, so it would be a revision surgery 10+ years later.",1
455,I also hate the bulbous tip so Im wondering how easy it would be to fix me.,1
463,Im a teenage boy and ive been diagnosed with a deviated septum . My doctor said that he will do a procedure in order to fix it this summer and Im just wondering how will that change my nose because I hear a lot of doctors say it doesnt change the shape but how is the possible if my nose is crooked and my septum pops out of my nose,1
464,"I have been having a hard time breatheing through my nose, especially through the right nostril. My nose has always been crooked like this, but i think its gotten worse over time. Will a septoplasty straighten my nostrils and help me breathe better? I dont want the shape of my nose to change, but i do have a small hump and wonder if that would possibly straighten out.",1
468,"Every deviated septum fix I see in pictures online seem to show a fully straightened septum after septoplasty fixes it. My ENT that will be performing the septoplasty advised that not my entire septum can be straightened, and this confuses me to what I see online. I just want to get some other advice to see if this is 100% correct, or perhaps there is a newer surgery technique that can be done before I go ahead, as I don't want to go for a septoplasty and still have a deviated septum after?",1
474,I recently saw an ENT who recommended I see a plastic surgeon for septoplasty (he labeled by deviation as severe) because removal of septum tissue requires addition of support structures to prevent nose from collapsing. I was primarily looking to improve my breathing/sinus issues but it seems I am getting into cosmetic territory with requirement of support structures. Would insurance cover the functional aspect (removal of deviated region) and out of pocket cost for any support work?,1
475,I have a deviated septum and my nose is slightly crooked. Would septoplasty straighten my nose?,1
482,"Hello Doctors, My septum is deviated to the left and I'm wondering if a crooked nose could be corrected through septoplasty that is covered by insurance. Thank you!",1
485,My nose has a dorsal bump and I also have a deviated septum and my nose has a constant pressure all around my nose and Ive lost my sense of smell and I have a dry mouth constantly. Ive tried everything to fix all of this but nothing has worked. When and if I get my spetoplasty done will my nose look different?,1
486,"Hi! I've spoken with two doctors and both have said my nasal bone is straight and the tip of my nose is completely aligned in the center of my face, but my deviated septum is causing a c shape in my nose. If I went through with a septoplasty, would my nose be completely straight afterwards (as in, the c shape completely gone?). I don't want to change anything else about my nose - all I want is for it to be straight.",1
